frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_17,ID_18,ID_20,ID_21,ID_23,ID_24,ID_25,ID_26,ID_27,ID_30,ID_31,ID_32,ID_33,ID_34,ID_36,ID_38,ID_39,ID_40,ID_41,ID_43,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_62,ID_63,ID_64,ID_65,ID_67,ID_68,ID_71,ID_72,ID_74,ID_75,ID_76
315,(117!111),,(637!176),(1334!462),(1675!760),(1585!1146),(1443!1027),(1741!1213),(1192!1299),,,,,,,,,,(986!919),,(914!618),,(1422!380),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,(117!111),,(637!175),(1334!463),(1675!760),(1584!1146),(1443!1026),(1741!1213),(1192!1299),,,,,,,,,,,,(914!618),(1197!912),(1423!380),(446!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,(118!111),,(637!175),(1334!462),(1675!760),(1584!1146),(1443!1027),(1741!1215),(1192!1299),,,,,,,,,,,,(914!618),(992!912),(1422!380),(444!561),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,(117!111),,(637!176),(1335!462),(1675!760),(1584!1146),(1443!1027),(1741!1213),(1192!1299),,,,,,,,,,,,(914!618),(992!916),(1422!380),(445!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,(118!111),,(637!176),(1335!458),(1675!761),(1585!1146),(1443!1027),,(1192!1299),,,,,,,,,,,,(914!618),(987!919),(1422!381),(446!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,(117!111),,(638!176),(1335!460),(1675!761),(1585!1146),(1442!1027),(1741!1214),(1192!1299),,,,,,,,,,,,(914!618),(986!919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,(117!111),,(637!176),(1335!461),(1675!761),(1584!1147),(1442!1026),(1741!1215),(1192!1299),,,,,,,,,,,,(914!619),(987!916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,(117!111),,(637!176),(1335!461),(1675!761),(1585!1146),(1443!1026),(1742!1214),(1192!1300),,,,,,,,,,,,(914!619),(992!911),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,(638!176),(1335!460),(1675!761),(1585!1146),(1442!1027),(1741!1215),(1192!1300),,,,,,,,,,,,(914!618),(987!917),(1422!380),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,(117!111),,(637!175),(1335!459),(1675!760),(1585!1146),(1444!1027),(1742!1215),(1192!1300),,,,,,,,,,,,(914!618),(987!916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,(118!111),,(637!176),(1335!460),(1675!761),(1585!1146),(1444!1027),(1742!1214),(1192!1300),,,,,,,,,,,,(913!618),(987!919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,(637!175),(1335!461),(1675!761),(1584!1146),(1443!1027),(1742!1214),(1192!1300),,,,,,,,,,,,(914!618),(987!919),(1422!383),(448!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,(637!176),(1335!462),(1675!761),(1585!1146),(1443!1027),(1742!1215),(1193!1299),,,,,,,,,,,,(914!618),(992!916),(1422!386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,(637!176),(1335!462),(1675!761),(1586!1146),(1443!1026),(1742!1215),(1193!1299),,,,,,,,,,,,(914!618),(992!914),,(446!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,(636!176),(1335!459),(1676!761),(1585!1146),(1443!1026),(1740!1215),(1193!1300),,,,,,,,,,,,(914!617),,,(447!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,(635!175),(1335!461),(1676!760),(1584!1146),(1443!1026),(1742!1215),(1193!1299),,,,,,,,,,,,(914!618),(992!915),,(447!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,(636!176),(1335!462),(1675!760),(1585!1146),(1443!1026),(1742!1214),(1193!1301),,,,,,,,,,,,(914!618),(992!916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,(118!111),,(636!176),(1335!459),(1675!760),(1585!1146),(1443!1027),(1741!1215),(1193!1301),,,,,,,,,,,,(913!618),,,(448!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,(117!111),,(635!176),(1334!459),(1675!760),(1585!1146),(1443!1027),(1740!1214),(1193!1302),,,,,,,,,,,(986!919),(914!618),,,(447!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,(635!176),(1334!460),(1675!760),(1584!1146),(1443!1027),(1741!1215),(1193!1301),,,,,,,,,,,,(914!617),,,(447!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,(636!176),(1335!460),(1675!761),(1584!1146),(1443!1027),(1741!1213),(1192!1301),,,,,,,(1239!560),,,,,(914!617),,,(445!558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,(636!176),(1335!462),(1675!761),(1585!1146),(1443!1027),(1741!1214),(1192!1301),,,,,,,,,,,,(914!618),,,(445!558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,(637!176),(1335!460),(1675!761),(1585!1146),(1444!1027),(1741!1215),(1192!1301),,,,,,,,,,,,(914!617),,,(445!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,(637!176),(1335!458),(1675!761),(1585!1146),(1443!1027),(1741!1214),(1192!1301),,,,,,,,,,,,(914!617),(992!912),,(444!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,(637!175),(1335!459),(1675!760),(1585!1146),(1443!1027),(1740!1215),(1192!1300),,,,,,,,,,,,(914!618),(992!915),,(445!559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,(637!176),(1335!462),(1675!761),(1585!1146),(1443!1027),(1739!1214),(1192!1300),,,,,,,,,,,,(914!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,(636!176),(1335!460),(1675!760),(1585!1146),(1443!1027),(1740!1214),(1192!1300),,,,,,,(1239!560),,,,,(914!618),(987!919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,(636!176),(1335!461),(1675!760),(1585!1146),(1443!1027),(1742!1215),(1192!1300),,,,,,,,,,,,(914!618),(992!914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,(636!176),(1335!462),(1675!760),(1584!1146),(1444!1027),(1739!1214),(1192!1300),,,,,,,,,,,,(914!618),(992!914),(1423!388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,(636!176),(1334!460),(1675!760),(1585!1146),(1443!1027),(1740!1215),(1192!1300),,,,,,,,,,,,(914!617),(992!914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,(636!176),(1334!459),(1675!760),(1584!1146),(1443!1027),(1740!1215),(1192!1301),,,,,,,,,,,,(914!618),(987!919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,(636!176),(1334!460),(1675!760),(1585!1146),(1443!1027),(1741!1215),(1193!1301),,,,,,,,,,,,(914!617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,(130!157),,(636!176),(1334!462),(1675!761),(1585!1146),(1443!1027),(1741!1215),(1193!1301),,,,,,,,,,,,(914!617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,(636!176),(1334!462),(1675!760),(1585!1146),(1443!1027),(1741!1215),(1193!1301),,,,,,,,,,,,(914!617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,(636!176),(1334!462),(1675!761),(1586!1146),(1443!1028),(1741!1215),(1193!1302),,,,,,,,,,,,(914!618),(991!916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,(636!177),(1334!463),(1675!761),(1586!1146),(1443!1027),(1740!1215),(1193!1302),,,,,,,,,,,,(914!618),(987!919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,(636!176),(1335!460),(1675!760),(1586!1146),(1443!1027),(1740!1215),(1195!1303),,,,,,,,,,,,(915!618),(987!919),(1423!388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,(636!176),(1334!459),(1675!761),(1586!1146),(1443!1027),(1740!1215),(1195!1303),,,,,,,,,,,,(915!618),(991!915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,(636!175),(1333!459),(1675!760),(1586!1146),(1443!1027),(1740!1215),(1195!1303),,,,,,,,,,,,(915!618),(987!919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,(636!176),(1334!459),(1675!760),(1585!1145),(1443!1027),(1742!1215),(1195!1302),,,,,,,,,,,,(915!618),(992!915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,(636!176),(1333!460),(1675!760),(1585!1145),(1443!1027),(1741!1215),(1194!1302),,,,,,,,,,,,(915!618),(992!914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,(635!176),(1334!459),(1675!760),(1586!1145),(1443!1027),(1741!1215),(1194!1302),,,,,,,,,,,,(915!618),(992!914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,(636!176),(1334!461),(1675!760),(1586!1145),(1442!1027),(1740!1215),(1194!1302),,,,,,,(1242!557),,,,,(914!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,(635!176),(1333!460),(1675!760),(1585!1146),(1442!1027),(1741!1215),(1194!1302),,,,,,,,,,,,(992!915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,(635!175),(1332!461),(1675!761),(1585!1146),(1442!1027),,(1193!1302),,,,,,,,,,,,(992!916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,(635!175),(1334!463),(1675!761),(1585!1146),(1442!1028),(1742!1215),(1193!1302),,,,,,,,,,,,(992!915),,(1424!388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,(635!176),(1334!463),(1675!760),(1585!1146),(1442!1027),,(1194!1302),,,,,,,,,,,,(991!916),,,(445!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,(635!176),(1334!462),(1675!760),(1585!1146),(1442!1026),(1741!1215),(1193!1302),,,,,,,,,,,,(992!915),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,(635!176),(1334!463),(1675!760),(1586!1146),(1442!1027),(1740!1215),(1193!1302),,,,,,,,,,,,(992!912),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,(635!176),(1334!463),(1675!760),(1586!1146),(1442!1027),,(1193!1302),,,,,,,,,,,,(992!916),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,(634!176),(1334!463),(1675!760),(1587!1146),(1442!1026),(1739!1215),(1193!1301),,,,,,,,,,,,,,,,(914!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,(634!176),(1334!462),(1675!760),(1584!1146),(1442!1026),(1740!1215),(1192!1301),,,,,,,,,,,,(991!914),,,,(915!617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,(634!177),(1334!463),(1675!760),(1587!1146),(1443!1027),(1742!1215),(1192!1301),,,,,,,(1239!562),,,,,(987!918),,,,(915!617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,(634!175),(1334!462),(1675!760),(1586!1146),(1442!1026),(1740!1215),(1192!1301),,,,,,,(1239!562),,,,,(992!911),,,,(915!617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,(634!175),(1334!463),(1675!760),(1587!1146),(1442!1026),(1741!1215),(1192!1300),,,,,,,,,,,,,,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,(634!175),(1334!462),(1675!760),(1586!1146),(1442!1027),(1741!1215),(1192!1300),,,,,,,,,,,,(987!917),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,(633!175),(1334!460),(1675!760),(1585!1145),(1441!1025),(1739!1215),(1192!1300),,,,,,,,,,,,(992!915),,(1423!388),,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,(634!175),(1333!463),(1675!760),(1585!1145),(1442!1025),(1740!1215),(1191!1300),,,,,,,,,,,,(992!915),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,(634!176),(1333!463),(1675!760),(1584!1145),(1442!1026),(1741!1215),(1191!1300),,,,,,,,,,,,(991!913),,,,(914!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,(633!176),(1333!461),(1675!760),(1585!1145),(1442!1026),(1740!1215),(1191!1301),,,,,,,(1238!562),,,,,(987!919),,,(442!564),(914!618),(117!111),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,(634!176),(1333!459),(1675!760),(1585!1145),(1442!1026),(1740!1215),(1191!1300),,,,,,,,,,,,(992!917),,,(440!564),(914!619),(117!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,(634!175),(1334!459),(1675!761),(1585!1145),(1442!1027),(1740!1215),(1192!1301),,,,,,,,,,,,(992!913),,,,(915!618),(117!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,(634!176),(1333!461),(1675!761),(1585!1145),(1442!1027),(1741!1215),(1192!1300),,,,,,,,,,,,,,,(442!564),(915!619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,(635!176),(1334!460),(1675!760),(1586!1145),(1442!1026),(1740!1215),(1192!1300),,,,,,,,,,,,(992!915),,(1424!387),,(914!618),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,(634!175),(1334!459),(1675!760),(1585!1145),(1442!1026),(1740!1215),(1192!1300),,,,,,,,,,,,(992!915),,,,(915!618),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,(634!175),(1334!463),(1675!760),(1585!1145),(1442!1026),(1740!1215),(1191!1300),,,,,,,,,,,,(992!911),,,,(915!618),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,(634!175),(1334!460),(1675!760),(1586!1144),(1442!1026),(1739!1209),(1191!1300),,,,,,,,,,,,(992!913),,(1424!387),,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,(634!175),(1335!462),(1675!760),(1586!1144),(1442!1026),(1740!1209),(1192!1300),,,,,,,,,,,,(992!914),,(1424!387),,(915!618),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,(633!175),(1334!462),(1675!760),(1585!1144),(1442!1026),(1740!1209),(1191!1300),,,,,,,,,,,,(992!915),,,,(915!618),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,(634!175),(1334!463),(1675!760),(1584!1145),(1443!1027),(1740!1215),(1191!1300),,,,,,,,,,,,(992!916),,(1424!387),,(915!618),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,(634!175),(1334!459),(1675!760),(1584!1144),(1442!1026),(1740!1215),(1191!1300),,,,,,,,,,,,(992!914),,(1423!387),,(914!618),(117!111),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,(634!175),(1334!462),(1675!760),(1584!1144),(1442!1026),(1740!1215),(1191!1300),,,,,,,,,,,,(991!915),,,,(915!618),(117!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,(634!175),(1334!464),(1675!760),(1584!1144),(1442!1026),(1740!1215),(1191!1300),,,,,,,,,,,,(992!916),,,,(915!618),(117!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,(634!175),(1334!463),(1675!760),(1585!1145),(1442!1025),(1740!1215),(1191!1300),,,,,,,,,,,,,,,,(915!618),(117!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,(634!176),(1334!463),(1675!760),(1585!1145),(1442!1026),(1741!1215),(1191!1300),,,,,,,,,,,,,,,,(915!618),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,(633!176),(1334!459),(1675!760),(1586!1145),(1443!1026),(1740!1215),(1191!1300),,,,,,,,,,,,,,(1424!388),,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,(634!176),(1334!460),(1675!760),(1584!1145),(1442!1027),(1741!1215),(1191!1300),,,,,,,,,,,,,,,,(915!618),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,(634!175),(1334!465),(1675!760),(1586!1145),(1443!1026),(1741!1215),(1191!1300),,,,,,,(1238!561),,,,,,,,,(914!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,(634!175),(1334!462),(1675!760),(1584!1145),(1443!1026),(1742!1216),(1192!1300),,,,,,,,,,,,,,,,(915!618),,(992!914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,(634!175),(1335!463),(1675!760),(1585!1145),(1443!1026),(1741!1215),(1192!1300),,,,,,,,,,,,,,,,(915!618),(118!112),(987!919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,(633!175),(1334!461),(1675!760),(1585!1144),(1443!1026),(1741!1215),(1192!1300),,,,,,,,,,,,,,(1424!386),,(913!618),,(987!918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,(633!175),(1333!461),(1676!761),(1586!1145),(1443!1026),(1741!1215),(1192!1300),,,,,,,,,,,,,,,,(913!618),,(987!918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,(633!175),(1333!462),(1676!761),(1585!1145),(1442!1027),(1741!1215),(1192!1300),,,,,,,(1238!562),,,,,,,,,(915!618),,(992!912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,(633!175),(1334!460),(1675!760),(1584!1145),(1443!1026),(1740!1215),(1192!1300),,,,,,,,,,,,,,(1423!387),,(915!618),,(992!912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,(633!175),(1333!462),(1675!760),(1584!1144),(1442!1026),(1740!1215),(1191!1300),,,,,,,,,,,,,,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,(633!175),(1334!464),(1675!760),(1584!1145),(1442!1026),(1740!1215),(1191!1300),,,,,,,,,,,,,,,,(915!617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,(633!175),(1335!465),(1675!761),(1584!1145),(1442!1026),(1739!1215),(1191!1300),,,,,,,,,,,,,,(1423!387),(442!564),(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,(633!176),(1238!563),(1675!761),(1584!1145),(1443!1027),(1740!1216),(1191!1300),,,,,,,,,,,,(992!915),,(1334!459),,(915!619),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,(633!175),(1238!563),(1680!764),(1584!1145),(1443!1027),(1740!1216),(1191!1300),,,,,,,,,(1334!463),,,,,(1423!388),,(915!619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,(633!175),,(1680!764),(1585!1145),(1443!1027),(1740!1216),(1191!1300),,,,,,,,,(1334!462),,,,,,,(915!619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,(633!175),,(1680!764),(1585!1145),(1442!1027),(1740!1215),(1192!1300),,,,,,,,,(1423!389),,,(987!918),,,,(915!619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,(633!175),,(1675!760),(1585!1145),(1443!1026),(1740!1215),(1192!1300),,,,,,,,,(1424!388),,,(987!916),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,(633!175),,(1675!760),(1585!1145),(1443!1026),(1741!1215),(1192!1300),,,,,,,,,,,,(992!915),,,,(915!617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,(634!175),,(1675!760),(1585!1144),(1442!1026),(1740!1215),(1192!1300),,,,,,,,,,,,(988!916),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,(633!175),,(1675!760),(1585!1144),(1442!1026),(1740!1215),(1192!1300),,,,,,,,,,,,(988!913),,,,(915!618),,,(1335!460),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,(633!175),,(1675!761),(1585!1145),(1443!1026),(1741!1215),(1191!1300),,,,,,,,,(1423!387),,,(987!916),,,,(915!618),,,(1334!462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,(633!175),,(1675!760),(1584!1145),(1443!1026),(1739!1215),(1191!1300),,,,,,,,,,,,(986!916),,,,(916!618),,,(1334!462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,(633!175),,(1674!760),(1584!1144),(1443!1026),(1740!1215),(1191!1300),,,,,,,(1237!563),,,,,(987!916),,,,(915!618),,,(1334!461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,(633!175),,(1675!761),(1584!1144),(1443!1026),(1739!1215),(1191!1300),,,,,,,(1237!563),,(1423!388),,,(987!916),,,,(915!618),(118!112),,(1334!461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,(633!175),,(1675!760),(1584!1145),(1443!1027),(1740!1215),(1191!1300),,,,,,,,,(1422!388),,,(991!914),,,,(915!618),,,(1334!459),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,(633!175),,(1675!760),(1584!1145),(1443!1027),(1740!1215),(1191!1300),,,,,,,,,,,,(991!913),,,,(915!618),,,(1335!459),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,(633!175),,(1675!761),(1586!1145),(1442!1027),,(1191!1300),,,,,,,,,,,,(992!915),,,,(915!619),(118!112),,(1334!459),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,(633!177),,(1675!760),(1586!1145),(1442!1027),(1738!1215),(1191!1300),,,,,,,(1237!563),,,,,(992!915),,,,(915!619),,,(1334!462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,(633!175),,(1675!761),(1584!1145),(1442!1027),(1739!1215),(1191!1300),,,,,,,,,(1423!388),,,(992!914),,,,(915!618),(133!156),,(1334!465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,(633!175),,(1675!760),(1585!1145),(1443!1027),(1740!1215),(1191!1300),,,,,,,,,(1334!461),,,(992!915),,,(440!565),(915!618),,,(1238!563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,(634!175),,(1675!760),(1587!1145),(1443!1027),(1740!1215),(1192!1300),,,,,,,,,(1335!462),,,(992!915),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,(633!175),,(1675!760),(1585!1145),(1443!1027),(1740!1215),(1192!1300),,,,,,,,,(1335!462),,,(992!919),,,(440!564),(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,(633!175),,(1675!760),(1586!1145),(1443!1027),(1739!1209),(1192!1300),,,,,,,,,(1335!460),,,(992!914),,,(441!564),(916!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,(633!175),,(1675!760),(1585!1145),(1443!1027),(1740!1215),(1192!1300),,,,,,,,,(1334!460),,,(992!914),,,,(915!618),(129!164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,(633!175),,(1675!760),(1585!1145),(1443!1026),(1739!1215),(1192!1301),,,,,,,,,(1334!460),,,(992!914),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,(633!175),,(1675!760),(1585!1145),(1443!1026),(1739!1215),(1192!1301),,,,,,,,,(1334!460),,,(992!915),,,,(910!612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,(633!175),,(1675!760),(1584!1145),(1442!1027),(1738!1215),(1192!1301),,,,,,,,,(1335!459),,,(986!917),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,(633!175),,(1675!760),(1584!1145),(1442!1027),(1738!1209),(1192!1301),,,,,,,,,(1335!459),,,(986!916),,,(441!565),(915!619),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,(633!175),,(1674!760),(1585!1145),(1442!1027),(1738!1215),(1192!1301),,,,,,,,,(1334!458),,,(986!916),,,(441!565),(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,(633!175),,(1674!760),(1585!1145),(1443!1027),(1738!1215),(1192!1301),,,,,,,,,(1334!462),,,(986!914),,,,(915!619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,(633!175),,(1675!760),(1584!1145),(1442!1027),(1738!1215),(1193!1301),,,,,,,,,(1334!459),,,(991!914),,,,(915!619),(118!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,(633!175),,(1675!760),(1584!1144),(1442!1026),(1738!1216),(1193!1301),,,,,,,,,(1335!459),,,(987!916),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,(633!175),,(1675!760),(1584!1144),(1443!1026),(1738!1215),(1193!1300),,,,,,,,,(1334!459),,,(987!916),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,(633!176),,(1675!760),(1584!1144),(1443!1026),(1739!1215),(1193!1300),,,,,,,,,(1334!460),,,(992!914),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,(633!176),,(1675!760),(1584!1144),(1442!1026),(1738!1215),(1193!1300),,,,,,,,,(1334!459),,,(986!916),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,(633!175),,(1675!760),(1584!1144),(1443!1026),(1737!1209),(1193!1300),,,,,,,,,(1334!463),,,(991!915),,,,(916!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,(633!175),,(1675!760),(1584!1144),(1442!1026),(1738!1215),(1193!1300),,,,,,,,,(1334!459),,,(991!915),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,(633!175),,(1675!760),(1583!1144),(1442!1026),(1738!1215),(1193!1300),,,,,,,,,(1334!462),,,(991!915),,,,(915!618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,(633!175),,(1674!760),(1584!1145),(1443!1026),(1738!1215),(1193!1300),,,,,,,,,(1334!462),,,(991!917),,,,(909!612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
