frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_31,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_98,ID_99
616,(51!302),(936!335),,,,,,(893!1228),,,(1112!243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(940!1052),(1042!987),(1721!309),,(1735!868),,(1643!878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,(51!302),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1721!308),,(1735!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,(49!303),(936!335),,,,,,(893!1227),,,(1112!243),,,,,,(769!1132),,,,,,,,,,,,,,,,,,,,,,,(935!1049),,(1721!309),,(1736!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,(51!303),(936!334),,,,,,(893!1228),,,(1113!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1049),,(1720!309),,(1736!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,(51!303),(936!335),,,,,,(893!1228),,,(1113!243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(940!1053),(1032!992),(1720!309),,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,(51!302),(936!334),,,,,,(894!1228),,,(1113!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1049),,(1721!309),,(1736!868),,(1651!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,(50!303),(936!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1049),(1033!989),(1721!309),,(1735!867),,(1653!873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,(50!303),(936!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1049),,(1722!309),,(1742!901),,(1652!872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,(50!303),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!309),,(1736!865),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,(50!303),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1050),,(1722!310),,(1736!865),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,(50!303),(935!335),,,,,,(893!1228),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!310),,(1736!870),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,(48!303),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!310),,(1736!869),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,(49!304),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,(769!1132),,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,(1735!865),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,(50!304),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),(1027!990),(1721!311),,(1735!867),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,(50!304),(935!335),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),(769!1131),(1722!311),,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,(50!304),(936!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!311),,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,(50!304),(936!334),,,,,,(893!1228),,,(1112!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1049),,(1723!312),,(1735!870),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,(50!304),(936!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1050),,(1723!312),,(1735!866),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,(50!304),(936!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,(1736!867),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,(49!304),(936!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!315),,(1735!866),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,(49!304),(936!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!315),,(1736!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,(49!305),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!315),,(1741!870),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,(49!305),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,(1736!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,(49!305),(934!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,(1736!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,(49!305),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,(1735!869),,(1731!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,(49!305),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,(1736!869),,(1666!850),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,(48!305),(935!334),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,(1650!588),,(1736!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,(49!305),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,(768!1131),,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,,,(1736!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,(46!311),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,(768!1131),,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!317),,,,(1736!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,(46!311),(935!335),,,,,,(893!1227),,,(1112!237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!319),,,,(1736!870),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,(46!311),(935!335),,,,,,(893!1227),,,(1112!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,,,(1740!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,(46!311),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,(769!1132),,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,,,(1736!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,(49!305),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,(769!1131),,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,,,(1741!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,(49!305),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,(769!1131),,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!320),,,,(1736!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,(48!305),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,(769!1131),,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!319),,,,(1736!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,(50!305),(935!335),,,,,,(893!1228),,,(1112!237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!320),,,,(1741!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,(50!305),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!321),,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,(50!305),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!320),,,,(1741!890),(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,(48!305),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!320),,,,(1735!870),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,(48!305),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!321),,,,(1736!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,(50!306),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!326),,,,(1735!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,(50!305),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!324),,,,(1740!864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,(50!305),(935!335),,,,,,(893!1227),,,(1112!238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!324),,,,(1736!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,(48!305),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1722!326),,,,(1736!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,(50!305),(936!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1050),,(1723!331),,,,(1736!866),(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,(50!305),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1050),,(1723!332),,,,(1736!866),(1732!738),(1001!982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,(48!306),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!332),,,,(1735!865),(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,(49!306),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1723!332),,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,(48!306),(935!335),,,,,,(893!1228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1721!335),,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,(49!306),(935!335),,,,,,(893!1226),,,(1111!237),,,,,,,,,,,,,,,,,,,,,,,,,(1647!573),,,,(934!1049),,(1720!337),,,,(1735!866),(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,(49!306),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,(1721!338),,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,(50!306),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1049),,,,,,(1740!808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,(50!305),(934!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1648!568),,,,(934!1049),,(1721!341),,,,(1740!815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,(49!305),(935!335),,,,,,(893!1226),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1646!567),,,,(934!1049),,,,,,(1740!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,(49!305),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!345),,,,(934!1049),,,,,,(1740!812),(1672!797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,(49!304),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!343),,,,(934!1049),,,,,,(1739!864),(1672!794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,(50!303),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!342),,,,(934!1049),,,,,,(1740!810),(1673!791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,(49!303),(935!335),,,,,,(894!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!344),,,,(934!1049),,,,,,(1740!809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,(50!303),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,(769!1131),,,,,,,,,,,,,,,,,,,(1722!346),,,,(934!1049),,,,,,(1739!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,(51!302),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,(769!1131),,,,,,,,,,,,,,,,,,,(1723!353),,,,(934!1049),,,,,,(1740!866),,(968!970),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,(51!302),(935!334),,,,,,(894!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1721!351),,,,(934!1049),,,,,(1732!738),(1740!803),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,(51!302),(935!334),,,,,,(894!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1721!353),,,,(934!1049),,,,,(1732!738),(1740!864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,(50!301),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,(769!1131),,,,,,,,,,,,,,,,,,,(1722!355),,,,(934!1049),,,,,(1739!807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,(51!301),(934!334),,,,,,(893!1227),,,(1111!242),,,,,,(769!1129),,,,,,,,,,,,,,,,,,,(1722!355),,,,(934!1049),,,,,(1739!808),,(1731!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,(51!301),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!355),,,,(934!1049),,,,,(1734!866),,(1670!775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,(51!300),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!356),,,,(933!1049),,,,,(1733!865),,(1671!774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,(51!300),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,(768!1131),,,,,,,,,,,,,,,,,,,(1723!362),,,,(934!1049),,,,,(1734!866),,(1731!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,(51!300),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!358),,,,(934!1049),,,,,(1734!866),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,(51!299),(935!334),,,,,,(893!1226),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!360),,,,(934!1049),,,,,(1735!866),(1741!797),(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,(52!298),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!362),,,,(934!1049),,,,,(1735!865),(1741!797),(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,(53!298),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!365),,,,(934!1049),,,,,(1734!868),(1513!939),(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,(53!298),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!366),,,,(934!1049),,,,,(1734!866),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,(53!298),(935!335),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1723!367),,,,(934!1049),,,,,(1735!866),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,(53!299),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!369),,,,(934!1049),,,,,(1735!866),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,(53!298),(935!334),,,,,,(894!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1723!370),,,,(934!1049),,,,,(1735!867),,(1731!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,(53!298),(935!334),,,,,,(894!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1722!370),,,,(934!1049),,,,,(1735!867),,(1731!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,(53!299),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!373),,,,(934!1049),,,,,(1734!866),,(1731!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,(53!299),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!374),,,,(934!1049),,,,,(1734!866),,(1731!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,(53!298),(935!335),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1723!382),,,,(934!1049),,,,,(1739!819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,(53!298),(935!335),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1722!380),,,,(934!1049),,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,(53!298),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!380),,,,(934!1049),,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,(53!298),(935!335),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1721!381),,,,(934!1049),,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,(53!299),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!381),,,,(934!1049),,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,(53!298),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1724!388),,,,(940!1053),,,,,(1732!738),,,,,,,,(1740!819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,(49!305),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1049),,,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,(53!298),(935!334),,,,,,(894!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!387),,,,(934!1049),,,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,(53!298),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!390),,,,(934!1049),,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,(49!305),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!393),,,,(934!1049),,,,,,,,,,,,,(1732!734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,(53!299),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!394),,,,(934!1049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,(52!299),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!395),,,,(934!1049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,(53!298),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1724!395),,,,(934!1049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,(52!298),(935!334),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!397),,,,(934!1049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,(52!298),(935!334),,,,,,(893!1228),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!404),,,,(934!1049),,,,,,,,,,,,(769!1131),,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,(52!298),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!399),,,,(934!1049),,,,,,,,,,,,,,(1684!710),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,(53!298),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!400),,,,(935!1049),,,,,,,,,,,,,,(1735!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,(53!298),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!402),,,,(935!1049),,,,,,,,,,,,,,(1735!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,(53!298),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!408),,,,(935!1049),,,,,(1742!797),,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,(53!298),(935!334),,,,,,(894!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!409),,,,(935!1050),,,,,(1733!738),,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,(53!298),(935!335),,,,,,(894!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!405),,,,(935!1049),,,,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,(53!299),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!405),,,,(935!1050),,,,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,(53!299),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!406),,,,(935!1050),,,,,,,(1732!738),,,,,,,(1735!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,(54!299),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!406),,,,(935!1050),,,,,,,(1732!738),,,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,(55!298),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!407),,,,(935!1050),,,,,,,,,,,(1687!689),,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,(54!298),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!406),,,,(934!1049),,,,,,,(1732!738),,,,(1688!687),,,(1735!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,(56!297),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1722!406),,,,(940!1053),,,,,,,(1732!738),,,,,,(1653!473),(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,(57!297),(935!335),,,,,,(893!1228),,,(1112!243),,,,,,,,,,,,,,,,,,,,,,,,,(1722!407),,,,(934!1050),,,,,,,(1514!938),,,,,,,(1734!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,(58!297),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1723!409),,,,(934!1049),,,,,(1654!473),,,,,,(1692!681),,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
