frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_31,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_98,ID_99
1001,(183!694),(936!346),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,(1725!571),,,(842!942),,,,,,,,,,,,,,,
1002,(185!696),(936!346),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,,,,,,,,,,,,,,,(1342!123),,,,,(1734!865),,,(1729!573),,,(841!941),,,,,,,,,,,,,,,
1003,(187!698),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,,,,,,,,,,,,,,,,,,,,(1739!809),,,(1730!573),,,(841!940),,,,,,,,,,,,,,,
1004,(190!700),(937!346),,,,,,(893!1227),,,(1111!240),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!734),,,,,,,,,,,,,,,(762!1131),,,,,,,,,,(1734!865),,,(1727!576),,,(840!938),,,,,,,,,,,,,,,
1005,(192!702),(936!347),,,,,,(893!1227),,,(1111!240),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,,,,,,,,,,,,,,,,,,,,(1735!864),,,,,,(839!938),,,,,,,,,,,,,,,
1006,(194!703),(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,,,,,,,,,,,,,,,,,,,,(1734!866),,,(1727!583),,,(839!937),,,,,,,,,,,,,,,
1007,(195!705),(937!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!734),,,,,,,,,,,,,,,,,,,,,,,,,(1734!865),,,,,,(837!937),,(1512!339),,,,,,,,,,,,,
1008,(191!701),(936!347),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1732!734),,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,(834!937),,(1512!338),,,,,,,,,,,,,
1009,(200!708),(937!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1727!586),,,,,,,,,,,,,,,,,,,,,,(667!782),,,(1735!866),,,,,,(835!937),,(1513!338),,,,,,,,,,,,,
1010,(202!710),(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,(768!1131),,(1512!337),,,,,,,,,,,,,
1011,(205!710),(937!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(667!782),,,(1735!865),,,(1733!647),,,(768!1131),(1732!734),(1513!337),,,,,,,,,,,,,
1012,(209!711),(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(667!782),,,(1735!865),,,,,,,(1732!734),(1511!336),,,,,,,,,,,,,
1013,(212!712),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(667!782),,,(1736!866),,,,,,,,(1509!335),,,,,,,,,,,,,
1014,(214!713),(937!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,(1344!124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(667!782),,,(1736!866),,,(1727!590),,,,(1735!662),(1509!335),(833!935),,,,,,,,,,,,
1015,(216!713),(936!346),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!866),,,(1727!584),,,,(1732!737),(1508!335),(768!1131),,,,,,,,,,,,
1016,(218!714),(936!346),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!867),,,(1727!587),,,,(1394!839),(1508!331),(768!1131),,,,,,,,,,,,
1017,(220!714),(936!345),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!864),,,(1735!674),,,,,(1507!332),,,,,,,,,,,,,
1018,(223!715),(936!345),,,,,,(893!1228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!864),,,,,,,,(1506!331),,,,,,,,,,,,,
1019,(225!715),(936!345),,,,,,(893!1228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!864),,,(1732!734),,,,,(1506!331),,(834!932),,,,,,,,,,,
1020,(227!716),(936!345),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!864),,,(1732!734),,,,,(1506!331),,(834!931),,,,,,,,,,,
1021,(229!716),(937!345),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1736!866),,,(1732!737),,,,,(1506!331),,(834!931),(1726!585),,,,,,,,,,
1022,(231!718),(937!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1735!864),,,(1732!737),,,,,(1506!331),,(834!931),(1726!586),,,,,,,,,,
1023,(234!718),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1735!864),,,(1732!737),,,,,(1506!330),,(835!930),(1732!648),,,,,,,,,,
1024,(237!718),(937!346),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1735!865),,,,,,,,(1507!331),,(836!930),(1734!676),,,,,,,,,,
1025,(240!719),(937!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,,,(1507!330),,(836!930),(1732!737),,,,,,,,,,
1026,(242!719),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!865),,,,,,,,(1507!330),,(837!929),(1732!737),,,,,,,,,,
1027,(243!719),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!865),,,,,,,,,,(837!928),(1732!737),,,,,,,,,,
1028,(244!720),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!865),,,,,,,,,,(838!928),,(1508!331),,,,,,,,,
1029,(246!721),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1735!866),,,,,,,,,,(838!927),(1732!737),(1510!331),,,,,,,,,
1030,(249!721),(936!346),,,,,,(893!1228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!866),,,,,,,,,,(838!927),(1732!737),,,,,,,,,,
1031,(252!723),(936!345),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!866),,,(1737!653),,,,,,,(843!929),(1732!737),,,,,,,,,,
1032,(254!723),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!780),,,(1735!865),,,,,,,,,,(838!926),(1732!683),,(1726!597),,,,,,,,
1033,(256!724),(936!345),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1735!865),,,,,,,,,,(838!925),(1737!681),,(1726!592),,,,,,,,
1034,(258!724),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!780),,,(1736!865),,,,,,,,(1510!332),,(839!926),(1736!664),,(1727!592),,,,,,,,
1035,(260!725),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!865),,,,,,,,,,(840!926),(1735!682),,(1726!592),,,,,,,,
1036,(262!725),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!780),,,(1736!865),,,,,,,,,,(841!926),(1736!681),,(1727!592),,,,,,,,
1037,(265!726),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(666!780),,,(1739!810),,,,,,,,,,(841!927),(1732!737),,(1727!592),,,,,,,,
1038,(266!727),(936!346),,,,,,(893!1228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(666!780),,,(1732!737),,,,,,,,,,(842!927),(1736!865),,(1727!593),,,,,,,,
1039,(268!728),(936!346),,,,,,(893!1228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(666!781),,,(1732!737),,,,,,,,,,(842!926),(1736!865),,(1727!594),,,,,,,,
1040,(271!730),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(666!781),,,(1732!737),,,,,,,,,,(842!925),(1736!865),,(1728!594),,,,,,,,
1041,(274!731),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!781),,,(1732!737),,,,,,,,,,(843!925),(1736!865),,(1727!595),,,,,,,,
1042,(276!731),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!781),,,,,,,,,,,,,(844!924),(1736!865),,(1511!326),,,,,,,,
1043,(278!732),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!781),,,(1732!737),,,,,,,,(1510!326),,(849!928),(1736!865),,(1111!241),,,,,,,,
1044,(280!732),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(666!781),,,(1732!737),,,,,,,,(1512!331),,(844!923),(1736!865),,(1111!241),,,,,,,,
1045,(282!733),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1732!737),,,,,,,,,,(843!923),(1741!864),,(1111!241),,,,,,,,
1046,(284!734),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(666!781),,,(1732!737),,,,,,,,,,(844!922),(1736!865),,,,,,,,,,
1047,(286!735),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(667!781),,,(1737!682),,,,,,,,,,(844!921),(1736!865),,,(1728!599),,,,,,,
1048,(288!736),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(661!778),,,(1739!694),,,,,,,,,,(844!920),(1736!865),,,(1728!599),,,,,,,
1049,(291!736),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(844!919),(1737!865),,,(1729!599),,,,,,,
1050,(294!738),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(844!918),(1736!865),,,(1729!600),,,,,,,
1051,(296!739),(937!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!781),,,,,,,,,,,(1509!320),,(844!917),(1741!818),,,(1728!601),,,,,,,
1052,(299!740),(937!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(661!776),,,,,,,,,,,(1509!319),,(843!916),(1740!818),,,(1728!601),(1737!683),,,,,,
1053,(301!741),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(666!782),,,,,,,,,,,,,(843!916),(1740!818),,,(1728!602),(1736!684),,,,,,
1054,(303!741),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(667!782),,,,,,,,,,,(1508!319),,(843!916),(1741!864),,,(1728!603),(1740!698),,,,,,
1055,(305!741),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(667!782),,,,,,,,,,,,,(843!916),(1741!862),,,(1729!603),(1736!687),,,,,,
1056,(307!742),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(665!781),,,,,,,,,,,,,(843!916),(1741!864),,,(1728!603),(1736!687),,,,,,
1057,(310!743),(936!346),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(667!781),,,,,,,,,,,(1507!319),,(844!916),(1737!865),,,(1728!604),(1737!683),,,,,,
1058,(312!744),(936!346),,,,,,(893!1226),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(666!782),,,,,,,,,,,(1510!324),,(844!916),(1740!808),,,(1728!604),(1737!683),,,,,,
1059,(314!746),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!782),,,,,,,,,,,,,(844!916),(1736!865),,,(1728!605),(1732!733),,,,,,
1060,(315!746),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!781),,,(1739!676),,,,,,,,(1507!318),,(843!916),(1736!866),,,(1728!605),(1732!734),,,,,,
1061,(318!747),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!782),,,(1737!682),,,,,,,,(1508!317),,(843!916),(1740!818),,,(1728!605),,,,,,,
1062,(320!748),(936!346),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(667!782),,,(1737!685),,,,,,,,(1508!316),,(843!916),(1740!819),,,(1728!605),,,,,,,
1063,(322!748),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(667!782),,,(1736!684),,,,,,,,,,(843!915),(1736!864),,,(1728!605),,,,,,,
1064,(325!750),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!782),,,(1736!683),,,,,,,,(1509!315),,(843!915),(1736!865),,,(1728!605),,,,,,,
1065,(326!750),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(667!782),,,(1736!685),,,,,,,,,,(843!915),(1741!818),,,(1728!605),,,,,,,
1066,(328!749),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(666!782),,,(1736!683),,,,,,,,(1510!314),,(843!915),(1741!808),,,(1728!605),,,,,,,
1067,(330!751),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(667!782),,,(1736!688),,,,,,,,(1508!314),,(843!916),(1741!807),,,(1728!605),,,,,,,
1068,(332!752),(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(667!782),,,(1736!687),,,,,,,,(1509!314),,(843!916),(1741!807),,,(1729!605),,,,,,,
1069,(335!753),(936!346),,,,,,(894!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!687),,,,,,,,,,(843!916),(1736!865),,,(1728!605),,,,,,,
1070,(337!754),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!661),,,,,,,,,,(842!916),(1736!865),,,(1728!605),,,,,,,
1071,(338!754),(936!346),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1736!687),,,,,,,,,,(843!916),(1736!865),,,(1728!605),,,,,,,
1072,(339!755),(936!346),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1736!683),,,,,,,,,,(842!917),(1736!865),,,,,,,,,,
1073,(342!756),(936!346),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1736!688),,,,,,,,,,(842!917),(1736!865),,,,,,,,,,
1074,(344!757),(936!346),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1736!688),,,,,,,,,,(842!916),(1735!864),,,,,,,,,,
1075,(345!758),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!688),,,,,,,,,,(842!916),(1735!864),,,,,,,,,,
1076,(347!758),(936!346),,,,,,(894!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!688),,,,,,,,,,(842!917),(1736!864),,,,,,,,,,
1077,(349!759),(936!346),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,,,,,,,,,,,(842!917),(1736!865),,,,,,,,,,
1078,(351!759),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!688),,,,,,,,,,(842!916),(1736!865),,,,,,,,,,
1079,(353!760),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!688),,,,,,,,,,(842!916),(1736!864),,,,,,,,,,
1080,(355!760),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!673),,,,,,,,,,(842!916),(1736!864),,,,,,,,,,
1081,(356!760),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(666!783),,,(1736!673),,,,,,,,,,(842!917),(1736!865),,,,,,,,,,
1082,(358!761),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!680),,,,,,,,,,(842!917),(1736!864),,,,,,,,,,
1083,(359!762),(936!346),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!688),,,,,,,,,,(842!916),(1736!865),,,,,,,,,,
1084,(361!763),(936!347),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(666!783),,,(1736!688),,,,,,,,,,(842!917),(1736!865),,,,,,,,,,
1085,(363!764),(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!688),,,,,,,,,,(842!917),(1736!865),,,,,,,,,,
1086,(364!766),(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1732!737),,,,,,,,,,(842!917),(1736!865),,,,,,,,,,
1087,(366!767),(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1732!737),,,,,,,,(1516!302),,(842!916),(1736!865),,,,,,,,,,
1088,(367!767),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1736!688),,,,,,,,,,(842!917),(1736!865),,,,,,,,,,
1089,(665!783),(936!346),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!688),,,,,,,,,,(842!916),(1736!865),,,,,,,,,,
1090,(665!782),(936!346),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,,,,,,,,,,,(842!916),(1736!865),,,,,,,,,,
1091,(665!782),(936!345),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,,,,,,,,,,,(842!916),(1736!864),,,,,,,,,,
1092,,(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,(1736!688),,,,,,,,,,(842!916),(1735!865),,,,,,,,,,
1093,,(936!346),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!672),,,,,,,,(1515!298),,(842!916),(1735!865),,,,,,(374!772),,,,
1094,,(936!346),,,,,,(893!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!672),,,,,,,,,,(842!916),(1735!865),,,,,,(376!771),,,,
1095,,(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!682),,,,,,,,,,(842!916),(1735!865),,,,,,(378!772),,,,
1096,,(936!347),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(762!1132),,,,,,,(665!783),,,(1736!672),,,,,,,,,,(842!916),(1735!865),,,,,,(380!773),,,,
1097,,(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,(665!783),,,(1736!672),,,,,,,,,,(847!920),(1736!865),,,,,,(382!775),,,,
1098,,(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!680),,,,,,,,,,(847!920),(1735!865),,,,,,(384!776),,,,
1099,,(936!346),,,,,,(894!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1131),,,,,,,,,,(1736!680),,,,,,,,,,(847!920),(1735!865),,,,,,(385!777),,,,
1100,,(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(665!782),,,(1736!688),,,,,,,,,,(842!917),(1736!865),,,,,,(387!777),,,,
1101,,(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,,,,,,,,,,,,,,(842!916),(1736!865),,,,,,(389!777),,,,
1102,,(936!347),,,,,,(893!1227),,,(1112!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1736!680),,,,,,,,,,(842!916),(1735!865),,,,,,(390!778),,,,
1103,,(936!347),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(768!1130),,,,,,,(665!782),,,(1736!680),,,,,,,,,,(842!916),(1735!865),,,,,,(392!778),,,,
1104,,(936!345),,,,,,(893!1227),,,(1112!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(665!782),,,,,,,,,,,,,(842!916),(1736!865),,,,,,(395!778),,,,
