frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_24,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_34,ID_36,ID_38,ID_40,ID_41,ID_42,ID_43,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_55,ID_56,ID_57,ID_58,ID_59,ID_61,ID_64,ID_66,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_77,ID_79,ID_80,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_110,ID_111,ID_112,ID_113,ID_114,ID_115,ID_116,ID_117,ID_118,ID_119,ID_120,ID_121,ID_122,ID_124,ID_125,ID_127,ID_129,ID_130,ID_131,ID_133,ID_134,ID_135,ID_137,ID_138,ID_139,ID_140,ID_141,ID_143,ID_144,ID_145,ID_147,ID_148,ID_149,ID_150,ID_151,ID_153,ID_154,ID_155,ID_156,ID_157,ID_158,ID_159,ID_160,ID_161,ID_162,ID_164,ID_165,ID_166,ID_167,ID_168,ID_169,ID_170
644,,,,,(44!981),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,(867!577),,,,,,(1637!1245),,(1011!841),,,,,,(1394!1313),,,,(787!1132),,(1746!330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,,,,(44!981),,,,,,,,,(829!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1443!350),,,,,,,,,,,(1006!193),,,(869!576),,,,,,(1636!1246),,(1008!839),,,,,,(1570!1074),,,,(787!1132),,(1747!329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,(45!980),,,,,,,,,(837!1148),,,,,,,,,,,,,,,,,,,,,,,,,(1754!523),,,,,,,,,,,(1006!192),,,(870!573),,,,,,(1634!1247),,(1005!837),,,,,,(1741!805),,,,,,(1747!327),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,(45!981),,,,,,,,,(838!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,,,,,,,(1634!1248),,,,,,,,(1742!794),,,,(789!1131),,(1446!357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,,,,,,,(1634!1248),,,,,,,,(1744!796),,,,(792!1132),,(1447!357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,(44!982),,,,,,,,,(839!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,,,,,,,(1632!1247),,,,,,,,(1744!794),,,,,,,(1409!1314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,,,,(44!983),,,,,,,,,(839!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1006!192),,,,,,,,,(1632!1248),,(991!827),,,,,,(1742!786),,,,,,,(1410!1314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,(45!981),,,,,,,,,(840!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1007!194),,,,,,,,,(1632!1249),,(866!572),,,,,,(1743!782),,,,,,,(1411!1314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,,,(46!980),,,,,,,,,(840!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1007!193),,,,,,,,,(1631!1250),,,,,,,,(1745!779),,,,,,,(1412!1314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,,,(48!979),,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1007!194),,,(865!575),,,,,,(1630!1250),,,,,,,,,,,,,,,(1415!1314),,(1454!376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,,,(47!979),,,,,,,,,(840!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1008!194),,,(867!574),,,,,,(1630!1250),,,,,,,,(1740!768),,,,,,,(1415!1313),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,,,,(46!980),,,,,,,,,(840!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1009!194),,,,,,,,,(1629!1250),,,,,,,,(1741!759),,,,,,,,,,,(1747!317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,,,(45!980),,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1009!194),,,,,,,,,(1629!1250),,,,,,,,,,,,,,,,,(1460!385),,(1748!315),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,,,(46!980),,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1009!194),,,,,,,,,(1628!1251),,,,,,,,,,,,(795!1125),,,,,,,(1749!312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,(47!980),,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1010!194),,,(865!580),,,,,,(1628!1250),,,,,,,,(1739!743),,,,,,,(1421!1314),,(1464!392),,(1747!310),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,(46!980),,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1011!195),,,,,,,,,(1627!1250),,,,,,,,(1739!735),,,,,,,,,(1465!395),,(1748!308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,,,(47!980),,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1013!195),,,(863!580),,,,,,(1625!1252),,,,,,,,(1740!736),,,,(796!1126),,,(1424!1315),,(1467!397),(1570!1074),(1747!306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,(46!980),,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1013!196),,,,,,,,,(1625!1251),,,,,,,,(1741!734),,,,,,,,,(1469!400),,(1748!301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,,,(43!981),,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1014!196),,,,,,,,,(1624!1252),,,,,(1744!537),,,(1739!728),,,,,,,(1423!1312),,(1469!400),,(1747!302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,,,,(45!981),,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1014!196),,,,,,,,,(1623!1252),,,,,(1744!538),,,,,,,,,,,,(1474!407),,(1748!299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,,,,(45!981),,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1015!197),,,(851!579),,,,,,(1622!1253),,,,,(1744!540),,,(1738!715),,,,,,,(1425!1311),,(1476!410),(1572!1077),(1749!304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,,,,(45!981),,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1016!197),,,(845!579),,,,,,(1622!1253),,,,,(1744!540),,,(1739!714),,,,,,,(1425!1310),,,,(1750!304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,,,(43!982),,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1018!197),,,,,,,,,(1621!1254),,,,,(1744!540),,,(1739!711),,,,,,,(1423!1309),,(1480!414),,(1749!301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,(45!982),,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1020!197),,,,,,,,,(1619!1256),,,,,(1745!540),,,,,,,,,,(1424!1310),,(1482!418),,(1749!300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,(43!981),,,,,,,,,(840!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1021!197),,,(839!578),,,,,,(1619!1257),,,,,(1745!541),,,,,,,,,,(1426!1309),,,(1570!1073),(1749!301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,(45!980),,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1022!196),,,,,,,,,(1618!1258),,,,,(1745!541),,,(1737!694),,,,,,,(1425!1309),,(1486!427),(1570!1073),(1749!300),(908!808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1023!196),,,,,,,,,(1617!1258),,,,,(1745!541),,,(1738!684),,,,,,,(1425!1307),,(1487!431),,(1749!297),(905!807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1024!195),,,,,,,,,(1615!1259),,,,,(1745!542),,,,,,,,,,(1422!1306),,(1490!435),,(1748!297),(899!805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1025!196),,,,,,,,,(1614!1259),,,,,(1745!541),,,(1739!673),,,,,,,(1422!1306),,,,(1748!297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,(834!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1027!196),,,,,,,,,(1612!1259),,,,,(1745!541),,,(1740!671),,,,,,,(1424!1307),,(1494!439),,(1748!295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,,,(48!980),,,,,,,,,(840!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1029!196),,,,,,,,,(1611!1260),,,,,,,,(1749!989),,,,,,,(1425!1312),,(1497!443),,(1747!293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,(49!981),,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1031!197),,,,,,,,,(1609!1261),,,,,,,,(1749!987),,,,,,,(1426!1311),,(1498!443),,(1746!289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,(1741!661),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1606!1261),,,,,,,,,,,,,,,(1426!1312),,(1500!445),,(1747!287),(883!791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,(1741!661),,,,,,,,,,,,,,,,,,,(1034!198),,,,,,,,,(1605!1264),,,,,,,,,,,,,,,,,(1502!452),,(1747!284),(880!788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,(1744!614),,,,,,,,,,,,,,,,,,,(1035!198),,,(837!581),,,,,,(1602!1265),,,,,,,,,,,,,,,,,(1502!455),,(1748!283),(878!786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,(1744!617),,,,,,,,,,,,,,,,,,,(1036!199),,,,,,,,,(1601!1266),,,,,,,,,,,,,,,,,,,(1748!280),(874!784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,(50!982),,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,(1753!566),,,,,,,,,,,,,,,,,,,(1038!199),,,,,,,,,(1600!1268),,,,,,,,,,,,,,,(1433!1313),,(1507!462),,(1748!280),,(1530!1141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1038!199),,,,,,,,,(1597!1271),,,,,,,,,,,,,,,(1433!1313),,(1510!464),,(1748!272),(867!777),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,(840!1148),,,,,,,,,,,,,,,,,(1744!607),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1597!1271),,,,,(1753!573),,,,,,,,,,(1434!1314),,(1512!466),,(1749!275),(865!775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,(52!982),,,,,,,,,(840!1148),,,,,,,,,,,,,,,,,(1745!606),,,,,,,,,,,,,,,,,,,(1040!201),,,(837!581),,,,,,(1594!1273),,,,,(1753!551),,,,,,,,,,(1431!1314),,(1514!469),,(1749!273),(864!771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,(1745!606),,,,,,,,,,,,,,,,,,,(1041!201),,,(838!581),,,,,,(1593!1274),,,,,(1753!551),,,,,,,,,,(1435!1313),,(1517!473),,(1749!273),(861!767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,(1745!603),,,,,,,,,,,,,,,,,,,(1042!201),,,,,,,,,(1592!1275),,,,,(1753!551),,,,,,,,,,(1435!1314),,(1521!477),,(1749!267),(861!769),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1044!201),,,,,,,,,(1591!1277),,,,,(1753!561),,,,,,,,,,(1431!1314),,(1521!480),,(1749!266),(843!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,(1745!605),,,,,,,,,,,,,,,,,,,(1046!202),,,,,,,,,(1590!1279),,,,,(1753!561),,,,,,,,,,(1437!1314),,(1520!478),,(1749!264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,(54!983),,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,(1741!628),,,,,,,,,,,,,,,,,,,(1048!202),,,,,,,,,(1589!1280),,,,,(1753!553),,,,,,,,,,,,(1524!485),,(1749!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,(1741!623),,,,,,,,,,,,,,,,,,,(1049!202),,,,,,,,,(1588!1282),,,,,(1754!549),,,,,,,,,,,,(1528!488),,(1749!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,(54!983),,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,(1749!962),,,,,,,,,,,,,,,,,,,(1049!202),,,,,,,,,(1587!1284),,,,,(1743!618),,,,,,,,,,(1439!1314),,(1530!489),,(1749!267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,,,(55!984),,,,,,,,,(834!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1050!202),,,,,,,,,(1586!1285),,,,,,,,,,,,,,,(1440!1314),,(1532!492),,(1750!267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,(55!984),,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(843!580),,,,,,(1585!1286),,,,,(1753!555),,,,,,,,,,(1441!1314),,(1533!495),,(1749!266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,,,,(57!984),,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(844!579),,,,,,(1585!1287),,,,,(1753!558),(1562!326),,,,,,,,,(1442!1315),,(1535!496),,(1750!266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,(57!983),,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1055!204),,,(844!579),,,,,,,,,,,(1753!561),,,,,,,,,,(1442!1314),,(1538!500),,(1750!265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,(57!984),,,,,,,,,(839!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1057!205),,,(827!731),,,,,,,,,,,,,,,,,,,,,(1442!1315),,(1539!502),,(1746!257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,(57!984),,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1059!204),,,(845!578),,,,,,,,,,,,,,,,,,,,,(1443!1316),,,,(1745!254),,,,(1741!600),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,,,,(56!984),,,,,,,,,(833!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1060!205),,,(844!578),,,,,,,,,,,(1753!559),,,,,,,,,,(1443!1316),,(1543!512),,(1748!253),,,,(1741!597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,,,(56!984),,,,,,,,,(833!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1063!205),,,,,,,,,,,,,,(1753!561),,,,,,,,,,(1443!1316),,(1545!512),,(1747!256),,,(1748!945),(1742!597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,(55!984),,,,,,,,,(833!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1063!205),,,,,,,,,,,,,,(1753!561),,,,,,,,,,(1443!1316),,(1548!520),,(1748!251),,,,(1742!596),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,(57!984),,,,,,,,,(833!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1064!206),,,,,,,,,,,,,,(1742!595),,,,,,,,,,(1445!1314),,(1550!521),,(1749!249),,,,(1750!940),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,(57!985),,,,,,,,,(833!1149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1065!208),,,,,,,,,,,,,,(1744!592),,,,,,,,,,(1446!1315),,(1551!523),,(1748!249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,,,(59!984),,,,,,,,,(833!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1743!592),,,,,,,,,,(1532!1140),,(1554!527),,(1748!247),,,(1751!938),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,(61!986),,,,,,,,,(839!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1065!209),,,(845!571),,,,,,,,,,,(1744!588),,,,,,,(913!1094),,,,,(1557!529),,(1749!246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,(62!986),,,,,,,,,(832!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1066!209),,,,,,,,,,,,,,(1742!589),,,,,,,,,,,,(1558!529),,(1749!243),,,(1751!935),,(797!704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,(61!986),,,,,,,,,(832!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1584!1289),,,,,(1753!566),,,,,,,,,,,,(1559!531),,(1750!242),,,(1755!931),,(793!702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,,,,(61!986),,,,,,,,,(832!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1067!210),,,,,,,,,,,,,,(1753!566),,,,,,,,,,,,(1561!537),,(1751!241),,,(1756!928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,(60!986),,,,,,,,,(832!1152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1067!210),,,,,,,,,(1584!1292),,,,,(1752!567),,,,,,,,,,,,(1563!537),,(1750!244),,,(1756!926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,,(60!987),,,,,,,,,(832!1152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1067!210),,,,,,,,,,,,,,(1754!567),,,,,,,,,,,,(1567!544),,(1751!241),,,(1755!926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,,,(59!987),,,,,,,,,(832!1152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1067!210),,,,,,,,,,,,,,(1563!327),,,,,,,,,,,,(1569!545),(1575!1077),(1750!238),,(1530!1140),(1757!922),,(785!690),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,(61!987),,,,,,,,,(833!1152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1067!209),,,,,,,,,,,,,,,,,,,,,,,,,,(1571!548),,(1749!243),,(1586!1289),(1759!922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,,,(63!987),,,,,,,,,(832!1152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1067!210),,,,,,,,,,,,,,,,,,,,,,,,,,(1573!548),,(1748!243),,(1457!1316),(1531!1140),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,(63!987),,,,,,,,,(832!1153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(837!581),,,,,,,,,,,,,,,,,,,,,,,(1578!557),(1575!1079),(1749!241),,(1586!1288),(1531!1141),,(778!683),(1754!588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,,,(59!987),,,,,,,,,(832!1153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(838!581),,,,,,,,,,,,,,,,,,,,,,,(1578!559),(1531!1141),(1748!239),,(1586!1288),(1458!1316),,(775!680),(1754!588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,(59!987),,,,,,,,,(832!1153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1579!561),(1531!1141),(1749!237),,(1587!1287),(1455!1314),,,(1754!588),(916!1091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,,,(62!986),,,,,,,,,(832!1153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1067!210),,,,,,,,,,,,,,,,,,,,,,,,,,(1581!566),,(1750!232),,(1587!1287),(1457!1314),,(772!674),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,,,(60!986),,,,,,,,,(832!1153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1067!210),,,,,,,,,,,,,,,,,,,,,,,,,,(1583!569),,(1750!232),,(1587!1286),(1456!1313),,(772!672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
