frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_8,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_57,ID_58,ID_59,ID_60,ID_63,ID_64,ID_66,ID_67,ID_69,ID_70,ID_72,ID_73,ID_74,ID_76,ID_77,ID_78,ID_79,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_97,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_110,ID_111,ID_112,ID_114,ID_115,ID_117,ID_118,ID_119,ID_120,ID_121,ID_122,ID_124,ID_125,ID_126,ID_127,ID_130,ID_132,ID_134,ID_135,ID_136,ID_137,ID_142,ID_143,ID_144,ID_145,ID_146,ID_147,ID_148,ID_149,ID_150,ID_151,ID_152,ID_153
562,(274!95),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1546!679),,,,,(997!581),,,,,,,,,,,,,,,(1114!785),(1140!201),,(1125!1341),,(1461!260),(1175!668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,(273!96),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,,,,,,(1551!687),,,,,(1000!577),,,,,,,,,,,,,,,,,,(1125!1341),,(1460!261),(1179!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,(273!96),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,(347!620),,,,,(1551!688),,,,,(997!581),,,,,,,,,,,,,,,(1113!786),,,(1125!1341),,(1460!260),(1178!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,(273!96),,,,,,,,,,(538!252),,,,,,,,,,,,,,,,,,(350!620),,,,,(1545!678),,,,,,,,,,,,,,,,,,,,(1117!789),,,(1134!1341),,(1460!261),(1175!669),(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,(273!96),,,,,,,,,,(538!254),,,,,,,,,,,,,,,,,,(347!620),,,,,(1545!678),,,,,,,,,,,,,,,,,,,,(1117!789),(1142!203),,(1138!1341),,(1460!260),(1178!667),(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,(273!96),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,(347!621),,,,,(1545!678),,,,,,,,,,,,,,,,,,,,(1117!789),,,(1124!1341),,(1460!261),(999!576),(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,(274!96),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,(1117!789),,,,,(1460!261),,(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,(274!96),,,,,,,,,,(538!252),,,,,,,,,,,,,,,,,,(348!615),,,,,(1545!678),,,,,,,,,,,,,(1046!1341),,,,,,,(1113!785),,,(1115!1341),,(1460!261),,(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,(274!96),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,(347!621),,,,,(1546!677),,,,,,,,,,,,,,,,,,,,(1113!785),,,(1125!1341),,(1460!260),,(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,(274!96),,,,,,,,,,(538!252),,,,,,,,,,,,,,,,,,(348!621),,,,,(1546!678),,,,,,,,,,,,,(1027!1341),,,,,,,(1112!785),,,(1128!1342),,(1460!261),,(1414!582),,(1179!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,(274!96),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(999!582),,,,,,,,,,,,,,,(1113!785),(1141!201),,,,(1460!261),,(1414!582),,(1179!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,(274!97),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,(348!621),,,,,(1545!677),,,,,,,,,,,,,,,,,,,,(1117!788),,,(1115!1341),,(1460!260),,(1414!582),,(1179!666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,(273!96),,,,,,,,,,(538!252),,,,,,,,,,,,,,,,,,(215!527),,,,,(1545!677),,,,,,,,,,,,,,,,,,,,(1112!784),,,(1116!1341),,(1460!260),,(1414!582),,(1179!666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,(273!97),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,(1116!789),,,(1125!1341),,(1460!261),,(1413!584),,(1176!668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,(273!96),,,,,,,,,,(538!252),,,,,,,,,,,,,,,,,,,,,,,(1545!677),,,,,,,,,,,,,,,,,,,,(1111!784),,,(1115!1341),,(1460!261),,(1413!583),,(1176!668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,(272!97),,,,,,,,,,(538!252),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,(1116!789),,,(1114!1341),,(1460!260),,(1413!582),,(1175!668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,(272!96),,,,,,,,,,(538!252),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,,,,,,,,,,,,,,,,(1111!783),,,(1129!1341),,(1460!261),,(1417!577),,(1175!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,(272!96),,,,,,,,,,(534!252),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,(1111!784),,,(1125!1341),,(1465!258),,(1413!582),,(1175!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,(272!96),,,,,,,,,,(533!252),,,,,,,,,,,,,,,,,,,,,,,(1550!688),,,,,,,,,,,,,,,,,,,,(1111!784),(1141!200),,(1126!1341),,(1460!260),,(1413!582),,(1178!666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,(272!96),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,,,,,,,,,,,,,,,,(1116!789),,,(1124!1341),,(1460!261),,(1414!582),,(1175!668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,(272!96),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,(999!577),,,,,,,,,,,,,,,(1116!788),,,(1125!1341),,(1460!261),,(1414!582),,(1175!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,(272!96),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(999!577),,,,,,,,,,,,,,,(1116!788),,,(1130!1341),,(1460!261),,(1413!582),,(1176!668),(348!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,(272!96),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1000!577),,,,,,,,,,,,,,,(1116!788),,,(1127!1341),,(1460!261),,(1413!582),,(1176!667),(348!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,(272!95),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1000!577),,,,,,,,,,,,,,,(1116!788),,,(1114!1341),,(1460!261),,(1413!582),,(1176!667),(347!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,(272!95),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,(999!582),,,,,,,,,,,,,,,(1117!788),,,(1125!1341),,(1461!261),,(1413!582),,(1176!667),(347!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,(271!95),,,,,,,,,,(538!255),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,(998!582),,,,,,,,,,,,,,,(1111!784),,,(1114!1341),,(1461!261),,(1413!582),,(1176!667),(347!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,(271!95),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,,,,,,(1551!678),,,,,(998!582),,,,,,,,,,,,,,,(1117!788),,,(1114!1341),,(1460!261),,(1413!582),,,(216!527),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,(271!95),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1176!667),,,,,,,,,,,,,,,(1111!783),(1140!200),,(1125!1341),,(1460!261),,(1413!584),,,(347!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,(271!94),,,,,,,,,,(538!254),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1176!667),,,,,,,,,,,,,,,(1111!784),(1140!200),,(1124!1341),,,,(1413!582),,,(345!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,(271!95),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1175!667),,,,,,,,,,,,,,,(1111!783),,,(1114!1341),,,,(1413!582),,,(346!619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,(271!95),,,,,,,,,,(538!254),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,(1175!667),,,,,,,,,,,,,,,(1111!784),,,(1116!1341),,(1459!261),,(1414!582),,,(346!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,(270!95),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1176!667),,,,,,,,,,,,,,,(1116!787),,,(1120!1341),,(1140!201),,(1414!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,(270!95),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1176!668),,,,,,,,,,,,,,,(1111!784),,,(1116!1341),,(1140!201),,(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,(270!95),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1177!666),,,,,,,,,,,,,,,(1116!787),,,(1129!1341),,(1140!202),,(1413!582),,,(342!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,(270!94),,,,,,,,,,(533!252),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,(1177!667),,,,,,,,,,,,,,,(1116!788),,,(1125!1341),,(1140!200),,(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,(270!94),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!680),,,,,,,,,,,,,,,,,,,,(1116!788),,,(1121!1341),,(1141!200),,(1413!582),,,,,(1460!261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,(269!94),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,(1178!666),,,(1125!1341),,,,(1414!582),,,(348!620),,(1460!261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,(271!94),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,(1178!668),,,,,,,,,,,,,,,(1111!784),,,,,,,(1414!582),,,(347!620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,(270!93),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1178!668),,,,,,,,,,,,,,,(1111!782),,,(1130!1341),,,,(1414!581),,,(348!620),(1001!577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,(270!93),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1178!668),,,,,,,,,,,,,,,,,,(1127!1341),,,,(1415!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,(270!92),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1178!667),,,,,,,,(1029!1340),,,,,,,(1117!787),,,(1130!1342),,,,(1414!581),,,,(999!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,(269!92),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1552!678),,,,,,,,,,,,,(1029!1340),,,,,,,(1117!788),,,(1130!1342),,,,(1460!261),,,(347!620),(1000!577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,(269!91),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1177!666),,,,,,,,,,,,,,,(1116!788),,,(1127!1341),,(1140!200),,,,,(345!620),(999!577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,(269!91),,,,,,,,,,(533!256),,,,,,,,,,,,,,,,,,,,,,,(1547!678),,,,,(1181!665),,,,,,,,,,,,,,,(1116!788),,,(1127!1341),,(1140!201),,,,,(347!620),(999!577),(1460!261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,(269!91),,,,,,,,,,(537!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1177!667),,,,,,,,,,,,,,,,,,(1029!1340),,(1140!201),,,,,(347!620),(1001!577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,(269!90),,,,,,,,,,(537!253),,,,,,,,,,,,,,,,,,,,,,,(1550!678),,,,,(1177!667),,,,,,,,,,,,,,,,,,(1099!1342),,(1140!201),,,,,(346!620),,,(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,(269!90),,,,,,,,,,(537!253),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,(1178!666),,,,,,,,(1034!1340),,,,,,,(1110!783),,,(1129!1342),,(1135!197),,,,,(346!620),(999!577),(1460!261),(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,(269!90),,,,,,,,,,(536!252),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1179!666),,,,,,,,(1034!1339),,,,,,,(1117!787),,,(1129!1342),,,,,,,(347!619),(999!577),,(1414!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,(269!89),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1179!666),,,,,,,,,,,,,,,(1117!786),,,(1129!1342),,(1140!199),,,,,(347!620),(1000!577),(1460!261),(1418!577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,(269!89),,,,,,,,,,(535!255),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1179!666),,,,,,,,,,,,,,,(1117!786),,,(1126!1342),,(1141!199),,,,,(347!620),,,(1413!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,(269!89),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,(1179!667),,,,,,,,(1029!1340),,,,,,,(1111!783),,,(1130!1342),,(1141!200),,,,,(347!620),,(1460!261),(1414!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,(269!88),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,,,,,,(1546!678),,,,,(999!577),,,,,,,,(1029!1340),,,,,,,(1111!782),,,(1130!1342),,(1141!202),,,,(1179!667),(347!620),,,(1414!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,(269!89),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1546!678),,,,,(1000!577),,,,,,,,(1034!1340),,,,,,,(1117!787),,,(1128!1342),,(1460!261),,,,(1179!667),(347!620),,,(1414!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,(268!89),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1546!678),,,,,(998!582),,,,,,,,(1034!1340),,,,,,,(1111!783),(1140!200),,(1129!1342),,(1460!261),,,,(1183!665),(346!620),,,(1413!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,(268!89),,,,,,,,,,(538!250),,,,,,,,,,,,,,,,,,,,,,,(1545!679),,,,,,,,,,,,,(1034!1339),,,,,,,(1117!787),(1140!200),,(1128!1342),,(1460!261),,,,(1179!667),(346!620),,,(1413!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,(268!89),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1549!687),,,,,,,,,,,,,,,,,,,,,(1140!201),,,,(1460!261),,,,(1179!665),(346!620),,,(1413!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,(268!89),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1098!1341),,(1460!261),,,,(1117!786),(346!620),,,(1413!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,(268!89),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1544!678),,,,,,,,,,,,,,,,,,,,,,,(1120!1341),,(1140!200),,,,(1117!787),(344!620),,,(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,(268!89),,,,,,,,,,(534!252),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1122!1341),,,,,,(1117!786),(344!620),(998!582),(1460!261),(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,(268!90),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1114!1342),,,,,,(1111!784),(347!620),,,(1413!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,(268!90),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1550!687),,,,,,,,,,,,,,,,,,,,,,,(1129!1342),,,,,,(1116!787),(345!620),(1000!577),(1460!260),(1413!582),,(1178!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,(268!90),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,(1034!1340),,,,,,,,,,(1129!1342),,,,,,(1117!787),(344!620),(1000!577),(1460!260),(1417!577),,(1179!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,(268!90),,,,,,,,,,(534!254),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,(1035!1340),,,,,,,,,,(1125!1342),,,,,,(1117!786),(345!620),,(1141!201),(1413!582),,(1179!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,(268!90),,,,,,,,,,(538!254),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1129!1342),,,,,,(1117!787),(348!620),(999!582),,(1414!582),,(1179!668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,(268!90),,,,,,,,,,(534!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1126!1342),,,,,,(1117!787),,,,(1413!582),,(1179!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,(268!90),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1126!1342),,,,,,(1117!786),(347!620),,,(1413!582),,(1179!667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,(268!90),,,,,,,,,,(538!251),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,(1029!1340),,,,,,,,,,(1128!1342),,,,,,(1117!786),(346!619),(1000!577),,(1417!577),,(1179!667),(1140!200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,(269!90),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1129!1342),,,,,,,(345!620),,,(1413!582),,(1178!666),(1140!199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,(269!90),,,,,,,,,,(538!254),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1031!1341),,,,,,,(345!620),,,(1413!582),,(1178!666),(1140!201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,(269!90),,,,,,,,,,(537!254),,,,,,,,,,,,,,,,,,,,,,,(1544!678),,,,,,,,,,,,,,,,,,,,,,,(1034!1342),,,,,,,(344!620),,,(1413!582),,(1178!667),(1140!200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,(269!89),,,,,,,,,,(538!254),,,,,,,,,,,,,,,,,,,,,,,(1544!678),,,,,,,,,,,,,,,,,,,,,,,(1123!1342),,,,,,(1111!783),(346!620),,,(1417!577),,(1177!666),(1140!202),(1461!261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,(270!89),,,,,,,,,,(538!254),,,,,,,,,,,,,,,,,,,,,,,(1544!678),,,,,,,,,,,,,,,,,,,,,,,(1123!1342),,,,,,,(350!620),,,(1413!582),,(1177!666),(1140!201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,(270!89),,,,,,,,,,(533!255),,,,,,,,,,,,,,,,,,,,,,,(1544!678),,,,,,,,,,,,,,,,,,,,,,,(1116!1341),,,,,,(1111!783),(344!619),,,(1413!582),,(1177!666),(1140!200),(1461!261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,(270!89),,,,,,,,,,(538!253),,,,,,,,,,,,,,,,,,,,,,,(1544!678),,,,,,,,,,,,,,,,,,,,,,,(1116!1341),,,,,,(1111!783),(345!620),,,(1413!582),,(1177!666),(1140!200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,(270!89),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1116!1341),,,,,,,(347!620),,,(1461!262),,(1178!666),(1140!201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,(271!89),,,,,,,,,,(533!255),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,,,,,,,,,,,(1116!1342),,,,,,,(347!620),,,(1461!262),,(1178!667),(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,(271!89),,,,,,,,,,(538!255),,,,,,,,,,,,,,,,,,,,,,,(1545!678),,,,,,,,,,,,,(1063!1342),,,,,,,,,,(1129!1341),,,,,,,(345!620),(998!582),,(1461!261),,(1178!666),(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
