frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_8,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_57,ID_58,ID_59,ID_60,ID_63,ID_64,ID_66,ID_67,ID_69,ID_70,ID_72,ID_73,ID_74,ID_76,ID_77,ID_78,ID_79,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_97,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_110,ID_111,ID_112,ID_114,ID_115,ID_117,ID_118,ID_119,ID_120,ID_121,ID_122,ID_124,ID_125,ID_126,ID_127,ID_130,ID_132,ID_134,ID_135,ID_136,ID_137,ID_142,ID_143,ID_144,ID_145,ID_146,ID_147,ID_148,ID_149,ID_150,ID_151,ID_152,ID_153
375,(218!165),,,,,,,,,,(543!244),,,,,,,,,,,(999!580),,,,(1122!1343),,,(346!600),,,(1414!580),(1140!201),(1553!680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,(218!165),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1122!1343),,,(349!601),,,(1414!580),(1140!201),(1553!680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,(219!164),,,,,,,,,,,,,,,,,,,,,(997!582),,,,(1122!1343),,,(346!601),,,(1414!580),,(1553!680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,(219!164),,,,,,,,,,,,,,,,,,,,,(1000!582),,,,(1121!1343),,,(349!602),,,(1415!580),,(1553!680),,,,(1460!265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,(219!162),,,,,,,,,,,,,,,,,,,,,(1000!582),,,,(1118!1343),,,(346!603),,,(1414!580),,(1553!680),,,,(1459!265),(1188!969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,(219!164),,,,,,,,,,(544!245),,,,,,,,,,,(997!581),,,,(1130!1343),(1254!1339),,(348!604),,,(1414!581),,(1553!680),,,,(1459!265),(1187!971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,(219!164),,,,,,,,,,(544!245),,,,,,,,,,,(999!579),,,,(1130!1343),,,(349!605),,,,,(1553!681),,,,(1459!265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,(219!164),,,,,,,,,,,,,,,,,,,,,(1000!579),,,,(1127!1343),(1257!1338),,(347!605),,,,,(1553!681),,,,(1459!265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,(219!162),,,,,,,,,,,,,,,,,,,,,(999!582),,,,(1128!1343),(1257!1338),,(348!605),,,,,(1553!681),,,,(1459!266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,(219!164),,,,,,,,,,,,,,,,,,,,,(997!582),,,,(1133!1343),,,(347!606),,,,,(1553!680),,,,(1459!266),(1187!970),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,(215!161),,,,,,,,,,,,,,,,,,,,,(997!582),,,,(1130!1343),,,(347!606),,(20!732),(1414!581),,(1553!680),,,,(1459!264),(1187!971),(1313!854),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,(219!162),,,,,,,,,,,,,,,,,,,,,(997!583),,,,(1122!1343),,,,,(19!726),,,(1553!680),,,,(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,(219!160),,,,,,,,,,,,,,,,,,,,,(997!583),,,,(1122!1343),,,,,(19!749),,,(1553!679),,,,(1141!201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,(220!160),,,,,,,,,,,,,,,,,,,,,(997!584),,,,(1127!1342),,,,,(20!758),(1414!580),,(1553!679),,,,(1140!201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,(220!159),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1127!1343),,,,,,(1414!580),,(1553!679),,,,(1141!201),,(1310!845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,(220!160),,,,,,,,,,,,,,,,,,,,,(999!577),,,,(1127!1343),,,,,,,,(1553!680),,,,(1141!201),,(1186!967),(1459!264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,(220!160),,,,,,,,,,,,,,,,,,,,,(1000!577),,,,,,,(348!608),,,,,(1553!682),,,,(1140!201),,(1186!968),(1459!264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,(220!159),,,,,,,,,,,,,,,,,,,,,(1000!577),,,,(1125!1343),,,(349!610),,,,,(1553!682),,,,,,(1185!964),(1460!264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,(220!159),,,,,,,,,,,,,,,,,,,,,(1000!582),,,,(1125!1343),,,(348!611),,(20!713),,,(1553!682),,,,,,(1184!962),(1459!267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,(220!160),,,,,,,,,,,,,,,,,,,,,(1000!577),,,,(1126!1343),,,,,,,,(1553!682),,,,(1141!202),,(1182!967),(1459!267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,(220!160),,,,,,,,,,,,,,,,,,,,,(999!581),,,,(1126!1343),,,,,,,,(1553!681),,,,,,(1182!960),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,(220!159),,,,,,,,,,,,,,,,,,,,,(997!582),,,,(1128!1343),,,,,(18!760),,,(1553!682),,,,(1140!202),,(1179!965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,(220!158),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1129!1343),,,,,,(1413!580),,(1553!682),,,,(1140!202),,(1181!965),(1459!265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,(220!160),,,,,,,,,,,,,,,,,,,,,(997!582),,,,(1125!1343),,,,,,,,(1553!682),,,,(1141!202),,,(1458!266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,(220!162),,,,,,,,,,,,,,,,,,,,,(1001!577),,,,(1126!1343),,,,,,,,(1553!679),,,,(1141!202),,,(1458!266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,(220!160),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1131!1343),,,,,,,,(1553!679),,,,,,,(1414!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,(220!159),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1130!1342),,,,,,,,(1553!680),,,,,,,(1414!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,(220!160),,,,,,,,,,,,,,,,,,,,,(999!576),,,,(1121!1343),,,(350!615),,,,,(1553!681),,,,,,,(1318!822),(1460!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,(220!158),,,,,,,,,,,,,,,,,,,,,(997!580),,,,(1124!1343),,,(350!615),,,,,(1553!681),,,,,,,(1318!820),(1460!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,(220!160),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1133!1343),(1265!1337),,(349!615),,,,,(1553!680),,,,,,,(1414!581),(1460!263),,(1141!201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,(220!160),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1123!1343),,,(350!615),,,,,(1553!680),,,,,,(1174!950),,(1460!263),,(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,(220!160),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1133!1343),,,(348!615),,,,,(1553!680),,,,,,,,(1460!263),,(1140!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,(220!161),,,,,,,,,,,,,,,,,,,,,(997!582),,,,(1129!1343),,,,,,,,(1553!681),,,,,,,,(1461!263),,(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,(220!158),,,,,,,,,,,,,,,,,,,,,(997!582),,,,(1129!1343),(1263!1336),,(348!615),,,,,(1553!681),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,(220!158),,,,,,,,,,,,,,,,,,,,,(1000!580),,,,(1128!1343),(1263!1336),,(348!615),,,,,(1553!681),,,,,,,,(1460!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,(220!157),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1129!1343),,,(348!615),,,,,(1553!681),,,,,,,,,(1316!807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,(221!156),,,,,,,,,,,,,,,,,,,,,(999!577),,,,(1116!1343),,,(348!615),,,,,(1553!681),,,,,,,,,(1415!581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,(222!155),,,,,,,,,,,,,,,,,,,,,(997!581),,,,(1115!1343),(1266!1334),,(348!614),,,(1415!581),,(1553!680),,,,(1140!202),,,,,(1461!262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,(223!154),,,,,,,,,,,,,,,,,,,,,(997!580),,,,(1120!1343),(1267!1334),,(347!614),,,(1415!581),,(1553!681),,,,,,,,,(1460!262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,(224!154),,,,,,,,,,,,,,,,,,,,,(999!579),,,,(1132!1343),(1268!1334),,(348!612),,,(1415!581),,(1553!681),,,,,,,,,(1461!262),(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,(224!153),,,,,,,,,,,,,,,,,,,,,(1000!576),,,,(1130!1343),(1266!1334),,(346!612),,,(1415!581),,(1554!679),,,,,,,,,(1461!262),(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,(224!151),,,,,,,,,,,,,,,,,,,,,(997!580),,,,(1129!1343),(1268!1333),,(348!612),,,(1415!581),,(1553!681),,,,,,,,,(1461!262),(1142!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,(224!152),,,,,,,,,,,,,,,,,,,,,(997!582),,,,(1131!1343),(1267!1334),,(349!612),,,(1415!581),,(1553!679),,,,,,,,,(1461!262),(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,(225!150),,,,,,,,,,,,,,,,,,,,,(999!577),,,,(1132!1343),(1267!1334),,(347!612),,,(1415!581),,(1553!681),,,,,,,,,(1461!262),(1141!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,(224!151),,,,,,,,,,,,,,,,,,,,,(999!577),,,,(1113!1343),(1267!1334),,,,,(1415!581),,(1553!679),,,,,,,,,(1460!263),(1141!203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,(224!151),,,,,,,,,,,,,,,,,,,,,(999!583),,,,(1131!1343),,,,,,(1415!581),,(1553!682),,,,,,,,,(1461!263),(1141!203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,(225!150),,,,,,,,,,,,,,,,,,,,,(1000!583),,,,(1268!1335),,,,,,(1415!580),,(1553!681),,,,,,,,,(1461!263),(1140!203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,(226!150),(1165!929),,,,,,,,,,,,,,,(1415!580),,,,,(1001!577),,,,(1270!1336),,,(349!612),,,(1311!784),,(1553!680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,(226!149),,,,,,,,,,,,,,,,(1414!580),,,,,(998!583),,,,(1271!1337),,,(348!612),,,(1309!782),,(1553!680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,(225!149),,,,,,,,,,,,,,,,(1414!580),,,,,(997!582),,,,,,,,,,(1312!784),,(1553!680),,,,,,,,,(1460!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,(225!147),,,,,,,,,,,,,,,,(1415!580),,,,,(997!582),,,,(1273!1338),,,(348!612),,,(1310!784),,(1553!680),,,,,,,,,(1461!262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,(226!146),,,,,,,,,,,,,,,,(1415!580),,,,,(997!582),,,,(1274!1340),,,(348!612),,,(1159!916),,(1553!680),,,,,,,,,(1461!262),,(1129!1342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,(226!143),,,,,,,,,,,,,,,,(1304!777),,,,,(997!581),,,,,,,(349!612),,,(1156!913),,(1553!680),,,,,,,,,,,(1132!1342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,(227!142),,,,,,,,,,,,,,,,(1302!774),,,,,(1000!576),,,,(1276!1341),,,(348!611),,,,,(1553!682),,,,,,,,,,,(1125!1342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,(227!142),,,,,,,,,,,,,,,,(1300!772),,,,,(1000!576),,,,(1277!1341),,,(348!611),,,,,(1553!682),,,,,,,,,,(1141!203),(1128!1342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,(227!143),,,,,,,,,,,,,,,,(1300!770),,,,,(997!581),,,,(1284!1343),,,(348!611),,,,,(1553!680),,,,,,,,,,(1142!202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,(227!143),,,,,,,,,,,,,,,,(1298!766),,,,,(997!581),,,,,,,(348!611),,,,,(1553!682),,,,,,,,,,,,(1461!261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,(228!141),,,,,,,,,,,,,,,,(1296!766),,,,,(997!581),,,,(1278!1342),,,(348!612),,,,,(1553!682),,,,,,,,,,,(1117!1342),(1461!262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,(229!139),,,,,,,,,,(544!246),,,,,,(1294!764),,,,,(997!582),,,,(1278!1344),,,(348!612),,,,,(1560!682),,,,,,,,,,,(1117!1342),(1141!203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,(230!140),,,,,,,,,,,,,,,,(1297!766),,,,,(998!582),,,,(1278!1344),,,(348!612),,,,,(1553!681),,,,,,,,,(1460!263),,,(1141!203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,(231!138),,,,,,,,,,(543!247),,,,,,(1292!761),,,,,(997!582),,,,(1279!1344),,,(349!612),,,,,(1553!680),,,,,,,,,(1460!263),,,(1141!203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,(232!138),,,,,,,,,,,,,,,,(1289!760),,,,,(997!582),,,,(1114!1342),,,(348!612),,,,,(1553!681),,,,,,,,(1461!263),(1415!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,(232!137),,,,,,,,,,,,,,,,(1288!759),,,,,(1000!577),,,,(1114!1342),,,(349!612),,,,,(1553!681),,,,,,,,(1461!263),(1150!897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,(233!137),,,,,,,,,,,,,,,,(1286!757),,,,,(997!582),,,,(1129!1342),,,(349!611),,,,,(1553!680),,,,,,,,(1460!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,(233!133),,,,,,,,,,,,,,,,(1283!755),,,,,(998!582),,,,(1129!1342),,,(350!611),,,,,(1553!680),,,,,,,,(1460!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,(234!136),,,,,,,,,,(542!245),,,,,,(1281!752),,,,,(997!582),,,,(1131!1342),,,(349!611),,,,,(1552!681),,,,,,,,(1460!263),,(1141!203),,,,(1414!579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,(234!136),,,,,,,,,,(542!249),,,,,,(1279!749),,,,,(1000!583),,,,(1129!1342),,,(349!611),,,,,(1552!679),,,,,,,,(1460!263),,(1141!202),,,,(1414!579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,(234!133),,,,,,,,,,(542!253),,,,,,(1279!748),,,,,(997!581),,,,(1132!1342),,,,,,,,(1552!680),,,,,,,,(1460!263),,,,,,(1414!579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,(235!134),,,,,,,,,,(542!252),,,,,,(1276!746),,,,,(997!581),,,,(1129!1342),,,(349!611),,,,,(1552!681),,,,,,,,(1460!263),,,,,,(1414!579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,(235!134),,,,,,,,,,(541!246),,,,,,(1275!741),,,,,(997!582),,,,(1132!1342),,,,,,,,(1552!681),,,,,,,,(1460!263),,,,,,(1415!579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,(236!132),,,,,,,,,,,,,,,,(1274!742),,,,,(997!582),,,,(1132!1342),,,(349!610),,,,,(1552!681),,,,,,(1150!888),,(1460!263),,,,,,(1414!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,(237!131),,,,,,,,,,(541!249),,,,,,(1272!741),,,,,(997!582),,,,(1127!1342),,,(349!611),,,,,(1552!682),,,,,,,,(1460!263),,,,,,(1414!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,(238!130),,,,,,,,,,,,,,,,(1270!740),,,,,(997!582),,,,(1127!1342),,,(349!612),,,,,(1552!683),,,,,,,,(1460!263),,,,,,(1414!582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,(238!130),,,,,,,,,,,,,,,,(1268!739),,,,,(1000!578),,,,(1125!1342),,,,,,,,(1553!682),,,,,,,,(1461!263),,(1141!203),,,(1073!1342),(1414!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,(239!129),,,,,,,,,,,,,,,,(1266!738),,,,,(997!582),,,,(1127!1342),,,,,,,,(1552!681),,,,,(1147!875),,,(1460!264),,(1141!203),,,,(1413!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,(240!129),,,,,,,,,,(539!251),,,,,,(1264!735),,,,,(1000!583),,,,(1057!1342),,,,,,,,(1553!681),,,,,(1146!872),,,(1461!264),,(1141!204),,,,(1413!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,(240!127),,,,,,,,,,,,,,,,(1263!733),,,,,(1000!583),,,,(1074!1342),,,(349!612),,,,,(1553!681),,,,,,,,(1461!263),,,(1130!1342),,,(1413!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,(240!128),,,,,,,,,,(538!248),,,,,,(1262!731),,,,,(998!582),,,,(1048!1341),,,(352!611),,,,,(1552!680),,,,,,,,(1461!263),,,,,,(1414!579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,(241!126),,,,,,,,,,,,,,,,(1264!730),,,,,(998!582),,,,(1133!1342),,,,,,,,(1560!680),,,,,,,,(1461!263),,,,,,(1414!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,(241!124),,,,,,,,,,(537!251),,,,,,(1259!728),,,,,(999!582),,,,(1131!1342),,,(350!611),,,,,(1552!680),,,,,,,,(1461!263),,,,,,(1414!580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
