frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13
529,(696!82),(151!200),(697!234),,,,(838!856),,(60!498),,,(62!820),(58!782),(640!998)
530,(696!82),(151!200),(696!235),,,,(838!856),,,,,(61!820),(58!782),(639!998)
531,(696!82),(151!200),(696!235),,,,(838!855),,,,,(62!820),(58!782),(639!998)
532,(696!82),(151!200),(696!235),,,,(838!856),,,,,(61!820),(58!782),(639!998)
533,(696!82),(151!200),(696!235),,,,(838!855),,,,,(60!820),(58!782),(639!998)
534,(697!81),(151!200),(696!235),,,,(838!855),,(62!497),,,(60!820),(58!782),(639!997)
535,(696!82),(152!200),(696!235),,,,(838!854),,,,,(61!820),(58!783),(639!998)
536,(696!82),(152!200),(696!235),,,,(838!855),,(60!497),,,(61!820),(58!783),(639!998)
537,(696!82),(151!200),(695!234),,,,(838!854),,(60!497),,,(61!820),(58!782),(640!998)
538,(696!82),(152!200),(695!235),,,,(838!854),,(60!495),,,(61!819),(58!783),(639!998)
539,(696!81),(152!200),(695!234),,,,(838!854),,(60!496),,,(61!819),,(639!998)
540,(696!82),(152!200),(696!234),,,,(839!854),,,,,(61!820),(58!783),(640!998)
541,(696!80),(152!200),(696!234),,,,(840!853),,(61!497),,,(61!819),(59!782),(639!997)
542,(696!82),(152!200),(696!234),,,,(839!853),,(40!586),,,(61!820),,(639!998)
543,(696!81),(152!200),(695!234),,,,(840!853),,(59!783),,,(61!819),(61!497),
544,(696!82),(152!200),(695!234),,,,(840!853),,(61!819),,,(58!783),(61!498),
545,(696!82),(152!200),(695!234),,,,(840!853),,(60!819),,,(57!783),,(639!998)
546,(696!82),(152!200),(695!234),,,,(840!853),,(61!819),,,(59!783),,(639!998)
547,(696!82),(152!200),(694!234),,,,(839!853),,(60!818),,,(58!783),,(639!997)
548,(696!82),(152!200),(694!234),,,,(840!853),,(61!818),,,(57!782),(60!497),
549,(696!82),(152!200),(695!234),,,,(840!853),,(61!818),,,(58!782),(60!498),(639!998)
550,(696!81),(151!200),(695!234),,,,(840!853),,(61!817),,,(57!782),,
551,(696!81),(152!200),(695!234),,,,(841!852),,(61!817),,,(58!782),,(640!997)
552,(696!81),(152!200),(695!234),,,,(841!852),,(61!817),,,,,(639!997)
553,(696!81),(152!200),(695!234),,,,(841!852),,(61!817),,,(41!590),(61!498),(639!997)
554,(696!81),(152!200),(695!234),,,,(841!852),,(61!818),,,(41!590),(61!498),(640!997)
555,(696!82),(152!200),(695!235),,,,(840!852),,(60!817),,,,(60!497),
556,(697!82),(152!200),(695!234),,,,(840!852),,(60!817),,,,(60!495),
557,(696!82),(152!200),(695!234),,,,(841!851),,(61!816),,,(58!783),(61!497),
558,(696!82),(151!200),(695!234),,,,(841!851),,(61!816),,,(58!783),,(639!997)
559,(696!83),(152!200),(695!234),,,,(841!851),,,,,,,(639!998)
560,(696!83),(152!200),(695!234),,,,(842!851),,,,,,(60!497),(639!998)
561,(696!83),(152!200),(695!234),,,,(841!851),,(60!815),,,,(57!783),(639!998)
562,(696!83),(151!200),(695!235),,,,(841!850),,(60!816),,,,(60!496),(639!997)
563,(696!83),(151!200),(695!235),,,,(841!850),,(61!815),,,(58!783),(60!497),(639!998)
564,(696!83),(151!200),(694!235),,,,(841!850),,(61!816),,,,(60!494),(639!998)
565,(695!83),(151!200),(694!235),,,,(841!850),,(61!816),,,(58!783),(60!497),(639!998)
566,(695!83),(151!200),(694!236),,,,(841!850),,,,,,,(639!998)
567,(696!83),(152!200),(694!236),,,,(841!850),,,,,,,(639!998)
568,(697!83),(152!200),(694!236),,,,(841!849),,,,,,,(639!998)
569,(697!82),(152!200),(695!235),,,,(842!849),,,,,,,(639!998)
570,(696!83),(152!200),(694!236),,,,(842!849),,,,,,,(639!998)
571,(696!83),(152!200),(694!237),,,,(842!849),,,,,,(60!497),(640!998)
572,(696!83),(152!200),(694!238),,,,(842!849),,,,,,(61!497),(640!998)
573,(696!83),(152!200),(694!239),,,,(842!849),,,,,,(44!582),(639!998)
574,(696!82),(152!200),(694!239),,,,(842!849),,,,,,(61!497),(640!997)
575,(695!82),(152!200),(694!239),,,,(842!849),,,,,(41!584),(60!498),(639!998)
576,(695!82),(151!200),(694!239),,,,(842!849),,,,,,,(640!998)
577,(696!83),(152!200),(694!240),,,,(842!849),,,,,,(61!498),
578,(696!83),(152!200),(694!240),,,,(842!849),,,,,,(62!497),(639!997)
579,(695!83),(152!200),(694!240),,,,(842!849),,,,,,,(639!998)
580,(695!83),(152!200),(694!240),,,,(842!849),,,,,,(60!497),(639!998)
581,(695!83),(152!200),(695!239),,,,(842!849),,,,,,(63!497),(639!998)
582,(695!83),(152!200),(695!240),,,,(842!849),,,,,,,(639!997)
583,(695!82),(151!200),(695!240),,,,(842!849),,(37!578),,,,(62!498),(639!998)
584,(695!83),(152!200),(696!240),,,,(842!848),,(37!585),,,,,(639!998)
585,(695!83),(152!200),(696!240),,,,(842!848),,,,,,,(639!998)
586,(695!82),(152!200),(696!240),,,,(841!848),,,,,,,(639!998)
587,(695!82),(151!200),(696!241),,,,(842!848),,,,,,,(640!998)
588,(695!82),(152!200),(697!242),,,,(842!848),,,,,,(60!496),(640!998)
589,(696!82),(152!200),(697!242),,,,(842!848),,(36!580),,,,(60!498),(639!997)
590,(696!81),(152!200),(697!242),,,,(842!847),,,,,,(63!498),(639!997)
591,(696!83),(152!200),(697!242),,,,(842!848),,,,,,(60!497),
592,(695!79),(152!200),(697!242),,,,(842!847),,,,,,(63!498),(639!997)
593,(696!82),(152!200),(697!241),,,,(842!847),,,,,,(63!497),(639!997)
594,(696!82),(152!200),(697!241),,,,(842!848),,,,,,,(639!998)
595,(695!82),(152!200),(696!241),,,,(841!847),,(37!581),,,,,(639!997)
596,(695!82),(152!200),(696!242),,,,(842!847),,,,,,,(639!998)
597,(695!83),(152!200),(696!242),,,,(842!847),,,,,,(61!498),(639!998)
598,(696!82),(152!200),(696!241),,,,(841!847),,,,,,(60!497),(639!998)
599,(696!83),(152!200),(696!242),,,,(841!847),,,,,,,(639!998)
600,(696!83),(152!200),(696!242),,,,(842!847),,,,,,,(639!998)
601,(696!83),(152!200),(696!242),,,,(842!847),,,,,,,(639!998)
602,(696!83),(152!200),(696!242),,,,(842!847),,,,,,,(639!998)
603,(697!82),(152!200),(696!242),,,,(842!847),,,,,,,(639!998)
604,(696!83),(152!200),(696!242),,,,(842!847),,,,,,,(639!998)
605,(697!82),(152!200),(696!242),,,,(842!848),,(42!586),,,,(61!498),(639!998)
606,(697!82),(151!200),(696!242),,,,(842!847),,,,,,,(639!998)
