frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18
148,,"(847,855)",,"(951,770)","(96,468)","(1359,296)","(1328,209)","(1248,165)","(456,104)","(485,77)","(436,69)","(46,600)",,,,,
149,,"(848,856)","(1353,851)","(948,769)","(96,469)","(1359,297)","(1329,210)","(1248,166)","(461,106)","(485,78)","(436,70)","(46,603)",,,,,
150,,"(847,856)","(1353,852)","(951,771)","(100,468)","(1359,297)","(1328,211)","(1248,166)","(461,106)","(486,78)","(435,71)",,,,,,
151,,"(851,856)","(1354,852)","(952,771)","(99,469)",,"(1330,211)","(1248,165)","(461,106)","(485,78)","(435,70)","(46,602)",,,,,
152,,,"(1353,852)","(952,771)","(99,469)",,"(1330,211)","(1248,165)","(462,106)","(486,78)","(436,70)",,,,,,
153,,"(852,856)","(1354,851)","(952,771)","(99,468)","(1359,296)","(1331,211)","(1249,165)","(461,105)","(486,77)","(436,70)",,,,,,
154,,"(852,856)","(1353,851)","(952,770)","(100,468)","(1359,296)","(1328,212)","(1248,166)","(462,105)","(486,77)","(436,70)",,,,,,
155,,"(849,855)",,"(952,770)","(97,467)",,"(1329,211)","(1248,166)","(461,104)","(486,77)","(436,69)","(46,599)",,,,,
156,,"(848,854)",,"(952,770)","(99,467)",,"(1329,211)","(1247,166)","(462,103)","(486,75)","(436,68)",,,,,,
157,,"(848,853)","(1353,850)","(952,769)","(103,465)",,"(1329,211)","(1247,166)","(456,101)","(486,76)","(436,68)",,,,,,
158,,"(848,853)","(1353,849)","(952,769)","(103,466)","(1361,294)","(1329,209)","(1247,166)","(461,103)","(486,75)","(435,68)",,,,,,
159,,"(851,852)","(1353,849)","(952,770)","(100,465)","(1359,294)","(1329,211)","(1247,167)","(456,101)","(486,75)","(435,68)",,,"(1255,60)",,,
160,,"(847,853)",,"(951,770)","(100,466)","(1359,295)","(1328,212)","(1246,167)","(456,101)","(485,76)","(435,68)","(46,597)",,,,,
161,,"(846,853)","(1353,849)","(951,770)","(99,466)",,"(1328,212)","(1246,167)","(461,102)","(485,75)","(434,68)",,,"(1256,60)",,,
162,,"(850,854)","(1353,850)","(951,771)","(100,466)","(1359,294)","(1325,212)","(1246,169)","(455,102)","(485,76)","(435,68)",,,,,,
163,,"(846,854)",,"(950,770)","(102,466)","(1359,294)","(1328,213)","(1245,169)","(461,104)","(485,76)","(434,69)",,,,,,
164,,"(845,854)",,"(950,771)","(95,468)","(1359,295)","(1328,212)","(1245,171)","(455,103)","(485,76)","(434,69)","(46,599)",,,,,
165,,"(846,855)",,"(950,772)","(95,468)",,"(1328,213)","(1245,171)","(461,105)","(485,76)","(434,69)","(46,599)",,,,,
166,,"(846,855)",,"(946,770)","(97,469)",,"(1329,213)","(1245,171)","(456,104)","(485,76)","(434,70)",,,,,,
167,,"(846,855)","(1353,852)","(950,772)","(95,469)",,"(1329,216)","(1245,172)","(461,106)","(485,77)","(434,70)",,,,,,
168,,"(845,854)","(1353,852)","(950,772)","(95,469)","(1359,297)","(1328,215)","(1245,172)","(461,106)","(485,78)","(434,70)",,,,,,
