frame,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_24,ID_25,ID_26,ID_27
30,"(1062,976)","(640,620)",,"(1299,693)","(988,886)",,,,,,,,,,,,,,,,,,,,,
31,"(1057,973)","(640,627)",,"(1309,696)","(987,883)",,,,,,,,,,,,,,,,,,,,,
32,"(1053,969)","(639,633)",,"(1314,697)","(988,883)",,,,,,,,,,,,,,,,,,,,,
33,"(1051,967)","(639,639)",,"(1316,697)","(989,881)",,,,,,,,,,,,,,,,,,,,,
34,"(1048,966)","(638,645)",,"(1323,700)","(988,879)",,,,,,,,,,,,,,,,,,,,,
35,"(1044,963)","(636,651)",,"(1333,705)","(985,873)",,,,,,,,,,,,,,,,,,,,,
36,"(1041,962)","(633,657)",,"(1340,707)","(984,870)",,,,,,,,,,,,,,,,,,,,,
37,"(1037,960)","(632,661)",,"(1347,710)","(984,868)",,,,,,,,,,,,,,,,,,,,,
38,"(1033,957)","(629,665)",,"(1350,711)","(985,867)",,,,,,,,,,,,,,,,,,,,,
39,"(1029,953)","(624,670)",,"(1359,714)","(986,864)",,,,,,,,,,,,,,,,,,,,,
40,"(1026,950)","(621,676)",,"(1364,716)","(985,861)",,,,,,,,,,,,,,,,,,,,,
41,"(1020,946)","(618,681)",,"(1367,718)","(985,858)",,,,,,,,,,,,,,,,,,,,,
42,"(1016,943)","(615,688)",,"(1376,719)","(985,855)",,,,,,,,,,,,,,,,,,,,,
43,"(1008,936)","(610,694)",,"(1381,722)","(986,852)",,,,,,,,,,,,,,,,,,,,,
44,"(1001,936)","(604,698)",,"(1389,725)","(988,849)",,,,,,,,,,,,,,,,,,,,,
45,"(988,931)","(602,702)",,"(1393,726)","(986,849)",,,,,,,,,,,,,,,,,,,,,
46,"(982,930)","(599,706)",,"(1399,727)","(989,844)",,,,,,,,,,,,,,,,,,,,,
47,"(978,929)","(597,707)",,"(1407,727)","(989,841)",,,,,,,,,,,,,,,,,,,,,
48,"(974,928)","(595,708)",,"(1409,727)","(990,839)",,,,,,,,,,,,,,,,,,,,,
49,"(972,927)","(593,710)",,"(1415,729)","(991,837)",,,,,,,,,,,,,,,,,,,,,
50,"(969,925)","(591,713)",,"(1423,732)","(991,835)",,,,,,,,,,,,,,,,,,,,,
51,"(966,923)","(582,712)",,"(1426,731)","(992,833)",,,,,,,,,,,,,,,,,,,,,
52,"(963,921)","(578,711)",,"(1432,733)","(992,830)",,,,"(1237,494)",,,,,,,,,,,,,,,,,
53,"(960,920)","(578,709)",,"(1436,734)","(994,826)",,,,"(1237,494)",,,,,,,,,,,,,,,,,
54,"(958,920)","(578,707)",,"(1439,736)","(994,822)",,,,"(1237,494)",,,,,,,,,,,,,,,,,
55,"(958,920)","(577,703)",,"(1440,738)","(993,818)",,,,"(1237,494)",,,,,,,,,,,,,,,,,
56,"(959,920)","(575,700)",,"(1440,739)","(992,817)",,,,"(1237,494)",,,,,,,,,,,,,,,,,
57,"(958,920)","(574,696)",,"(1441,743)","(993,815)",,,,"(1237,494)",,,,,,,,,,,,,,,,,
58,"(957,921)","(574,693)",,"(1444,748)","(995,813)",,,,"(1237,494)",,,,,,,,,,,,,,,,,
59,"(950,928)","(572,690)",,"(1443,750)","(994,812)",,,,"(1237,493)",,,,,,,,,,,,,,,,,
60,"(948,931)","(570,687)",,"(1447,756)","(993,809)",,,,"(1236,489)",,,,,,,,,,,,,,,,,
61,"(946,936)","(569,683)",,"(1449,760)","(992,805)",,,,"(1235,485)",,,,,,,,,,,,,,,,,
62,"(942,944)","(572,681)",,"(1452,764)","(991,804)",,,,"(1234,480)",,,,,,,,,,,,,,,,,
63,"(942,948)","(573,682)",,"(1454,769)","(990,801)",,,,"(1234,474)",,,,,,,,,,,,,,,,,
64,"(941,951)","(575,680)",,"(1455,771)","(989,795)",,,,"(1231,468)",,,,,,,,,,,,,,,,,
65,"(942,957)","(575,671)",,"(1455,772)","(988,792)",,,,"(1231,464)",,,,,,,,,,,,,,,,,
66,"(940,965)","(577,665)",,"(1453,772)","(986,788)",,,,"(1230,457)",,,,,,,,,,,,,,,,,
67,"(940,973)","(576,661)",,"(1453,772)","(987,787)",,,,"(1228,450)",,,,,,,,,,,,,,,,,
68,"(941,981)","(577,657)",,"(1453,773)","(987,783)",,,,"(1228,442)",,,,,,,,,,,,,,,,,
69,"(943,992)","(576,653)",,"(1453,775)","(988,779)",,,,"(1227,435)",,,,,,,,,,,,,,,,,
70,"(945,996)","(576,646)",,"(1452,776)","(988,776)",,,,"(1227,428)",,,,,,,,,,,,,,,,,
71,"(946,1004)","(573,640)",,"(1450,781)","(987,773)",,,,"(1229,423)",,,,,,,,,,,,,,,,,
72,"(949,1012)","(571,632)",,"(1449,790)","(987,770)",,,,"(1229,420)",,,,,,,,,,,,,,,,,
73,"(951,1019)","(570,626)",,"(1450,792)","(987,768)",,,,"(1229,419)",,,,,,,,,,,,,,,,,
74,"(953,1025)","(566,621)",,"(1449,797)","(986,766)",,,,"(1230,415)",,,,,,,,,,,,,,,,,
75,"(957,1030)","(562,618)",,"(1448,798)","(986,764)",,,,"(1232,410)",,,,,,,,,,,,,,,,,
76,"(960,1033)","(561,617)",,"(1448,798)","(986,764)",,,,"(1234,405)",,,,,,,,,,,,,,,,,
77,"(966,1036)","(560,618)",,"(1448,799)","(988,762)",,,,"(1237,402)",,,,,,,,,,,,,,,,,
78,"(972,1040)","(562,619)",,"(1446,801)","(986,760)",,,,"(1239,397)",,,,,,,,,,,,,,,,,
79,"(977,1046)","(562,618)",,"(1444,805)","(986,756)",,,,"(1241,394)",,,,,,,,,,,,,,,,,
80,"(980,1048)","(565,615)",,"(1442,807)","(988,754)",,,,"(1242,388)",,,,,,,,,,,,,,,,,
81,"(982,1049)","(566,610)",,"(1442,810)","(987,751)",,,,"(1241,384)",,,,,,,,,,,,,,,,,
82,"(982,1048)","(568,607)",,"(1441,810)","(989,745)",,,,"(1241,380)",,,,,,,,,,,,,,,,,
83,"(986,1050)","(570,603)",,"(1439,812)","(990,741)",,,,"(1241,374)",,,,,,,,,,,,,,,,,
84,"(986,1049)","(571,598)",,"(1439,813)","(990,739)",,,,"(1241,365)",,,,,,,,,,,,,,,,,
85,"(985,1049)","(571,594)",,"(1439,813)","(988,739)",,,,"(1238,357)",,,,,,,,,,,,,,,,,
86,"(985,1048)","(572,588)",,"(1439,813)","(989,737)",,,,"(1239,351)",,,,,,,,,,,,,,,,,
87,"(983,1047)","(573,581)",,"(1439,814)","(990,733)",,,,"(1238,346)",,,,,,,,,,,,,,,,,
88,"(984,1046)","(575,574)",,"(1440,814)","(990,733)",,,,"(1237,340)",,,,,,,,,,,,,,,,,
89,"(984,1045)","(576,567)",,"(1440,814)","(989,731)",,,,"(1237,332)",,,,,,,,,,,,,,,,,
90,"(983,1044)","(577,561)",,"(1440,815)","(989,731)",,,,"(1238,325)",,,,,,,,,,,,,,,,,
91,"(983,1043)","(578,555)",,"(1440,816)","(989,731)",,,,"(1239,316)",,,,,,,,,,,,,,,,,
92,"(983,1043)","(579,548)",,"(1439,818)","(990,727)",,,,"(1239,307)",,,,,,,,,,,,,,,,,
93,"(982,1043)","(580,540)",,"(1438,819)","(991,724)",,,,"(1240,299)",,,,,,,,,,,,,,,,,
94,"(983,1041)","(581,532)",,"(1439,820)","(992,724)",,,,"(1245,289)",,,,,,,,,,,,,,,,,
95,"(982,1039)","(582,524)",,"(1439,821)","(992,721)",,,,"(1249,279)",,,,,,,,,,,,,,,,,
96,"(981,1039)","(581,517)",,"(1439,822)","(992,718)",,,,"(1250,274)",,,,,,,,,,,,,,,,,
97,"(981,1037)","(580,510)",,"(1437,824)","(992,716)",,,,"(1254,268)",,,,,,,,,,,,,,,,,
98,"(981,1036)","(577,503)",,"(1437,826)","(994,714)",,,,"(1257,260)",,,,,,,,,,,,,,,,,
99,"(982,1035)","(575,499)",,"(1437,826)","(994,712)",,,,"(1260,252)",,,,,,,,,,,,,,,,,
100,"(983,1033)","(575,496)",,"(1436,828)","(994,712)",,,,"(1262,246)",,,,,,,,,,,,,,,,,
101,"(983,1033)","(574,496)",,"(1436,827)","(994,712)",,,,"(1266,239)",,,,,,,,,,,,,,,,,
102,"(983,1031)","(576,494)",,"(1436,828)","(994,711)",,,,"(1270,232)",,,,,,,,,,,,,,,,,
103,"(984,1030)","(579,489)",,"(1436,828)","(991,713)",,,,"(1274,223)",,,,,,,,,,,,,,,,,
104,"(985,1028)","(581,483)",,"(1436,829)","(992,708)",,,,"(1275,220)",,,,,,,,,,,,,,,,,
105,,"(585,475)",,"(1436,829)","(993,705)",,,,"(1281,209)",,,,,,,,,,,,,,,,,
106,,"(588,471)",,"(1434,831)","(994,706)","(1012,965)",,,"(1282,204)",,,,,,,,,,,,,,,,,
107,,"(591,463)",,"(1435,829)","(994,702)","(1050,1045)",,,"(1281,201)",,,,,,,,,,,,,,,,,
108,,"(592,456)",,"(1433,832)","(993,699)","(1049,1045)",,,"(1280,202)",,,,,,,,,,,,,,,,,
109,,"(590,453)",,"(1429,836)","(992,698)","(1046,1045)",,,"(1275,196)",,,,,,,,,,,,,,,,,
110,,"(589,442)",,"(1428,838)","(993,696)","(1046,1045)",,,"(1273,193)",,,,,,,,,,,,,,,,,
111,,"(586,436)",,"(1427,840)","(993,690)","(1049,1045)",,,"(1274,193)",,,,,,,,,,,,,,,,,
112,,"(584,432)",,"(1424,844)","(994,690)","(1049,1045)",,,"(1272,191)",,,,,,,,,,,,,,,,,
113,,"(585,430)",,"(1425,844)","(992,686)","(1049,1045)",,,"(1271,190)",,,,,,,,,,,,,,,,,
114,,"(588,425)",,"(1426,842)","(991,683)","(1046,1045)",,,"(1269,188)",,,,,,,,,,,,,,,,,
115,,"(593,418)",,"(1426,842)","(991,681)","(1046,1045)",,,"(1268,188)",,,,,,,,,,,,,,,,,
116,,"(597,414)",,"(1426,842)","(992,680)","(1046,1045)",,,"(1268,188)",,,,,,,,,,,,,,,,,
117,,"(603,409)",,"(1424,843)","(992,680)","(1046,1045)",,,"(1268,187)",,,,,,,,,,,,,,,,,
118,,"(608,403)",,"(1422,846)","(991,675)","(1046,1045)",,,"(1269,190)",,,,,,,,,,,,,,,,,
119,,"(614,399)",,"(1420,848)","(991,672)","(1046,1045)",,,"(1265,185)",,,,,,,,,,,,,,,,,
120,,"(619,393)",,"(1416,853)","(990,673)","(1049,1045)",,,,,,,,,,,,,,,,,,,,
121,,"(624,387)",,"(1413,857)","(989,668)","(1046,1045)",,,,,,,,,,,,,,,,,,,,
122,,"(628,382)",,"(1409,858)","(992,668)","(1046,1045)",,,,,,,,,,,,,,,,,,,,
123,,"(632,377)",,"(1407,862)","(991,662)","(1051,1044)",,,,,,,,,,,,,,,,,,,,
124,,"(637,370)",,"(1403,865)","(989,659)","(1052,1043)",,,,,,,,,,,,,,,,,,,,
125,,"(636,366)",,"(1399,869)","(989,659)","(1055,1043)",,,,,,,,,,,,,,,,,,,,
126,,"(639,356)",,"(1395,872)","(989,657)","(1059,1043)",,,,,,,,,,,,,,,,,,,,
127,,"(639,349)",,"(1390,876)","(990,655)","(1064,1043)",,,,,,,,,,,,,,,,,,,,
128,,"(637,343)",,"(1388,878)","(989,655)","(1068,1044)",,,,,,,,,,,,,,,,,,,,
129,,"(634,337)",,"(1383,883)","(989,652)","(1076,1044)",,,,,,,,,,,,,,,,,,,,
130,,"(634,334)",,"(1380,885)","(988,648)","(1084,1044)",,,,,,,,,,,,,,,,,,,,
131,,"(632,330)",,"(1379,886)","(987,646)","(1089,1044)",,,,,,,,,,,,,,,,,,,,
132,,"(634,328)",,"(1378,887)","(988,647)","(1093,1045)",,,,,,,,,,,,,,,,,,,,
133,,"(637,325)",,"(1378,887)","(989,644)","(1097,1044)",,,,,,,,,,,,,,,,,,,,
134,,"(641,320)",,"(1379,887)","(988,639)","(1100,1047)",,,,,,,,,,,,,,,,,,,,
135,,"(643,316)",,"(1379,888)","(988,639)","(1101,1048)",,,,,,,,,,,,,,,,,,,,
136,,"(644,311)",,"(1379,887)","(988,639)","(1102,1048)",,,,,,,,,,,,,,,,,,,,
137,,"(647,312)",,"(1380,888)","(988,641)","(1103,1048)",,,,,,,,,,,,,,,,,,,,
138,,"(652,309)",,"(1381,887)","(988,639)","(1103,1048)",,,,,,,,,,,,,,,,,,,,
139,,"(658,305)",,"(1381,888)","(987,638)","(1103,1048)",,,,,,,,,,,,,,,,,,,,
140,,"(666,300)",,"(1380,888)","(988,638)","(1103,1048)",,,,,,,,,,,,,,,,,,,,
141,,"(671,297)",,"(1381,888)","(988,638)","(1103,1048)",,,,,,,,,,,,,,,,,,,,
142,,"(679,294)",,"(1381,887)","(988,638)","(1104,1048)",,,,,,,,,,,,,,,,,,,,
143,,"(684,290)",,"(1381,887)","(988,638)","(1104,1048)",,,,,,,,,,,,,,,,,,,,
144,,"(690,284)",,"(1382,887)","(988,638)","(1104,1048)",,,,,,,,,,,,,,,,,,,,
145,,"(695,278)",,"(1381,888)","(988,638)","(1105,1048)",,,,,,,,,,,,,,,,,,,,
146,,"(699,273)",,"(1381,887)","(988,638)","(1107,1047)",,,,,,,,,,,,,,,,,,,,
147,,"(702,267)",,"(1381,887)","(987,639)","(1109,1047)",,,,,,,,,,,,,,,,,,,,
148,,"(704,260)",,"(1380,888)","(988,638)","(1112,1047)",,,,,,,,,,,,,,,,,,,,
149,,"(708,254)",,"(1381,889)","(988,638)","(1117,1046)",,,,,,,,,,,,,,,,,,,,
150,,"(710,246)",,"(1380,887)","(988,636)","(1121,1045)",,,,,,,,,,,,,,,,,,,,
151,,"(711,239)",,"(1381,887)","(988,633)","(1125,1044)",,,,,,,,,,,,,,,,,,,,
152,,"(712,235)",,"(1380,887)","(989,632)","(1130,1043)",,,,,,,,,,,,,,,,,,,,
153,,"(713,235)",,"(1379,889)","(988,633)","(1134,1042)",,,,,,,,,,,,,,,,,,,,
154,,"(713,235)",,"(1379,888)","(988,632)","(1137,1042)",,,,,,,,,,,,,,,,,,,,
155,,"(717,236)",,"(1378,887)","(987,632)","(1139,1042)",,,,,,,,,,,,,,,,,,,,
156,,"(724,237)",,"(1376,888)","(988,632)","(1141,1041)",,,,,,,,,,,,,,,,,,,,
157,,"(731,236)",,"(1373,890)","(988,632)","(1140,1042)",,,,,,,,,,,,,,,,,,,,
158,,"(735,235)",,"(1370,893)","(988,632)","(1134,1042)",,,,,,,,,,,,,,,,,,,,
159,,"(739,233)",,"(1365,896)","(988,633)","(1132,1043)",,,,,,,,,,,,,,,,,,,,
160,,"(743,231)",,"(1361,901)","(986,630)","(1133,1042)",,,,,,,,,,,,,,,,,,,,
161,,"(751,229)",,"(1357,903)","(990,627)","(1136,1040)",,,,,,,,,,,,,,,,,,,,
162,,"(758,225)",,"(1352,906)","(991,623)","(1139,1040)",,,,,,,,,,,,,,,,,,,,
163,,"(765,221)",,"(1349,908)","(991,622)","(1138,1039)",,,,,,,,,,,,,,,,,,,,
164,,"(770,218)",,"(1346,912)","(993,618)","(1138,1038)",,,,,,,,,,,,,,,,,,,,
165,,"(776,214)",,"(1340,916)","(994,616)","(1137,1037)",,,,,,,,,,,,,,,,,,,,
166,,"(781,212)",,"(1337,920)","(994,614)","(1138,1036)",,,,,,,,,,,,,,,,,,,,
167,,"(789,204)",,"(1333,925)","(994,612)","(1138,1035)",,,,,,,,,,,,,,,,,,,,
168,,"(793,202)",,"(1329,927)","(994,610)","(1139,1033)",,,,,,,,,,,,,,,,,,,,
169,,"(800,194)",,"(1325,930)","(996,606)","(1141,1032)",,,,,,,,,,,,,,,,,,,,
170,,"(799,189)",,"(1319,935)","(997,602)","(1143,1030)",,,,,,,,,,,,,,,,,,,,
171,,"(800,185)",,"(1314,939)","(996,601)","(1143,1028)",,,,,,,,,,,,,,,,,,,,
172,,"(799,178)",,"(1308,943)","(996,596)","(1146,1021)",,,,,,,,,,,,,,,,,,,,
173,,"(794,178)",,"(1301,950)","(995,590)","(1146,1016)",,,,,,,"(1339,522)",,,,,,,,,,,,,
174,,"(793,178)",,"(1298,955)","(994,591)","(1146,1007)",,,,,,,"(1338,521)",,,,,,,,,,,,,
175,,"(793,178)",,"(1293,958)","(994,586)","(1146,1005)",,,,,,,"(1340,522)",,,,,,,,,,,,,
176,,"(794,180)",,"(1288,961)","(993,582)","(1147,998)",,,,,,,"(1339,521)",,,,,,,,,,,,,
177,,"(793,180)",,"(1284,963)","(993,579)","(1146,990)",,,,,,,"(1338,522)",,,,,,,,,,,,,
178,,"(793,180)",,"(1279,969)","(992,573)","(1145,986)",,,,,,,"(1339,522)",,,,,,,,,,,,,
179,,"(792,179)",,"(1275,970)","(991,572)","(1143,978)",,,,,,,"(1340,519)",,,,,,,,,,,,,
180,,"(799,192)",,"(1269,973)","(990,568)","(1142,972)",,,,,,,"(1339,514)",,,,,,,,,,,,,
181,,,,"(1265,974)","(990,566)","(1143,966)",,,,,,,"(1337,508)",,,,,,,,,,,,,
182,,"(785,373)",,"(1260,977)","(991,567)","(1143,959)",,,,,,,"(1339,503)",,,,,,,,,,,,,
183,,"(782,376)",,"(1253,982)","(991,564)","(1144,955)",,,,,,,"(1338,494)",,,,,,,,,,,,,
184,,"(782,376)",,"(1247,985)","(990,561)","(1145,948)",,,,,,,"(1340,487)",,,,,,,,,,,,,
185,,"(782,376)",,"(1243,986)","(990,562)","(1143,939)",,,,,,,"(1342,480)",,,,,,,,,,,,,
186,,"(782,376)",,"(1238,990)","(990,561)","(1145,934)",,,,,,,"(1343,474)",,,,,,,,,,,,,
187,,"(782,377)",,"(1234,991)","(988,559)","(1145,925)",,,,,,,"(1346,468)",,,,,,,,,,,,,
188,,"(782,376)",,"(1227,995)","(989,561)","(1145,920)",,,,,,,"(1350,464)",,,,,,,,,,,,,
189,,"(782,376)",,"(1218,1000)","(989,561)","(1149,913)",,,,,,,"(1353,460)",,,,,,,,,,,,,
190,,"(782,376)",,"(1211,1004)","(989,559)","(1149,907)",,,,,,,"(1356,454)",,,,,,,,,,,,,
191,,"(782,376)",,"(1206,1007)","(989,561)","(1151,903)",,,,,,,"(1360,449)",,,,,,,,,,,,,
192,,"(783,376)",,"(1203,1010)","(989,558)","(1150,898)",,,,,,,"(1362,444)",,,,,,,,,,,,,
193,,"(781,374)",,"(1200,1011)","(989,557)","(1150,893)",,,,,,,"(1368,437)",,,,,,,,,,,,,
194,,"(779,372)",,"(1196,1012)","(989,555)","(1151,888)",,,,,,,"(1370,433)",,,,,,,,,,,,,
195,,"(775,370)",,"(1191,1015)","(989,552)","(1153,881)",,,,,,,"(1373,428)",,,,,,,,,,,,,
196,,"(774,368)",,"(1186,1018)","(992,546)","(1150,873)",,,,,,,"(1375,426)",,,,,,,,,,,,,
197,,"(773,368)",,"(1180,1021)","(991,543)","(1150,869)",,,,,,,"(1378,421)",,,,,,,,,,,,,
198,,"(774,369)",,"(1176,1023)","(992,544)","(1150,863)",,,,,,,"(1379,414)",,,,,,,,,,,,,
199,,"(773,369)",,"(1172,1024)","(994,537)","(1148,858)",,,,,,,"(1382,409)",,,,,,,,,,,,,
200,,"(773,369)",,"(1172,1024)","(995,532)","(1147,853)",,,,,,,"(1385,403)",,,,,,,,,,,,,
201,,"(773,369)",,"(1171,1025)","(995,530)","(1145,844)",,,,,,,"(1387,396)",,,,,,,,,,,,,
202,,"(773,368)",,"(1172,1025)","(995,525)","(1146,838)",,,,,,,"(1390,390)",,,,,,,,,,,,,
203,,"(773,369)",,"(1171,1025)","(997,519)","(1145,833)",,,,,,,"(1392,385)",,,,,,,,,,,,,
204,,"(773,369)",,"(1172,1025)","(996,515)","(1143,825)",,,,,,,"(1394,380)",,,,,,,,,,,,,
205,,"(773,369)",,"(1169,1025)","(996,513)","(1143,822)",,,,,,,"(1397,374)",,,,,,,,,,,,,
206,,"(774,369)",,"(1164,1027)","(995,510)","(1143,816)",,,,,"(938,643)",,"(1400,368)",,,,,,,,,,,,,
207,,"(773,369)",,"(1158,1029)","(996,503)","(1141,808)",,,,,"(936,641)","(937,625)","(1402,363)",,,,,,,,,,,,,
208,,"(772,369)",,"(1152,1033)","(996,501)","(1140,804)",,,,,"(935,640)","(935,623)","(1406,358)",,,,,,,,,,,,,
209,,"(771,369)",,"(1150,1035)","(996,499)","(1137,797)",,,,,"(936,639)","(934,619)","(1412,350)",,,,,,,,,,,,,
210,,"(771,367)",,"(1146,1036)","(996,498)","(1135,791)",,,,,"(936,637)","(932,615)","(1416,343)",,,,,,,,,,,,,
211,,"(771,368)",,"(1142,1038)","(995,498)","(1134,786)",,,,,"(936,635)","(931,612)","(1418,338)",,,,,,,,,,,,,
212,,"(771,368)",,"(1138,1040)","(996,496)","(1131,780)",,,,,"(937,636)","(930,610)","(1416,335)",,,,,,,,,,,,,
213,,"(771,367)",,"(1138,1040)","(996,495)","(1130,774)",,,,,"(936,636)","(929,607)","(1416,331)",,,,,,,,,,,,,
214,,"(771,367)",,"(1138,1040)","(998,490)","(1129,765)",,,,,"(937,634)","(929,607)","(1417,329)",,,,,,,,,,,,,
215,,"(771,368)",,"(1138,1040)","(999,488)","(1130,763)",,,,,"(936,633)","(929,605)","(1413,329)",,,,,,,,,,,,,
216,,"(772,367)",,"(1134,1041)","(999,488)","(1131,758)",,,,,"(936,634)","(927,601)","(1416,328)",,,,,,,,,,,,,
217,,"(771,367)",,"(1129,1043)","(998,487)","(1131,751)",,,,,"(936,636)","(922,594)","(1415,323)",,,,,,,,,,,,,
218,,"(769,364)",,"(1122,1044)","(1001,482)","(1133,746)",,,,,"(936,635)","(922,592)","(1413,320)",,,,,,,,,,,,,
219,,"(766,360)",,"(1116,1045)","(1001,480)","(1133,740)",,,,,"(935,636)","(920,589)","(1412,316)",,,,,,,,,,,,,
220,,"(763,356)",,"(1110,1046)","(1001,480)","(1133,734)",,,,,"(936,636)","(917,586)","(1410,316)",,,,,,,,,,,,,
221,,"(761,352)",,"(1106,1047)","(1001,479)","(1135,728)",,,,,"(936,635)","(916,584)","(1408,309)",,,,,,,,,,,,,
222,,"(757,347)",,"(1102,1048)","(1002,476)","(1135,722)",,,,,"(935,635)","(915,581)","(1407,305)",,,,,,,,,,,,,
223,,"(753,342)",,"(1096,1049)","(1002,473)","(1136,714)",,,,,"(936,634)","(912,576)","(1403,305)",,,,,,,,,,,,,
224,,"(752,336)",,"(1090,1051)","(1005,471)","(1137,709)",,,,,"(936,636)","(910,575)","(1401,304)",,,,,,,,,,,,,
225,,"(751,330)",,"(1087,1051)","(1007,469)","(1139,704)",,,,,"(936,634)","(911,575)",,,,,,,,,,,,,,
226,,"(750,326)",,"(1084,1051)","(1008,468)","(1140,698)",,,,,"(936,636)","(911,573)","(1396,293)",,,,,,,,,,,,,
227,,"(748,321)",,"(1082,1051)","(1008,467)","(1141,696)",,,,,"(936,636)","(910,571)","(1395,294)",,,,,,,,,,,,,
228,,"(746,315)",,"(1081,1051)","(1008,467)","(1145,689)",,,,,"(935,635)","(910,571)","(1395,294)",,,,,,,,,,,,,
229,,"(745,307)",,"(1082,1051)","(1008,467)","(1148,686)",,,,,"(936,634)","(910,570)","(1395,294)",,,,,,,,,,,,,
230,,"(745,301)",,"(1081,1051)","(1009,466)","(1154,683)",,,,,"(936,635)","(910,570)","(1393,292)",,,,,,,,,,,,,
231,,"(743,295)",,"(1077,1051)","(1010,463)","(1159,680)",,,,,"(936,634)","(910,570)","(1390,289)",,,,,,,,,,,,,
232,,"(744,288)",,"(1069,1052)","(1010,460)","(1162,677)",,,,,"(936,634)","(910,570)","(1391,286)",,,,,,,,,,,,,
233,,"(742,280)",,"(1065,1052)","(1010,457)","(1167,673)",,,,,"(936,635)","(910,570)","(1391,284)",,,,,,,,,,,,,
234,,"(741,273)",,"(1060,1053)","(1008,457)","(1171,669)",,,,,"(936,636)","(908,568)","(1389,286)",,,,,,,,,,,,,
235,,"(740,266)",,"(1055,1052)","(1010,451)","(1175,664)",,,,,"(936,635)","(908,568)","(1387,283)",,,,,,,,,,,,,
236,,"(739,260)",,"(1050,1053)","(1010,447)","(1179,660)",,,,,"(936,636)","(908,568)","(1386,283)",,,,,,,,,,,,,
237,,"(735,252)",,"(1045,1053)","(1010,443)","(1182,652)",,,,,"(936,635)","(908,568)","(1383,282)",,,,,,,,,,,,,
238,,"(733,245)",,"(1043,1053)","(1010,438)","(1186,644)",,,,,"(936,635)","(908,568)","(1383,277)",,,,,,,,,,,,,
239,,"(731,240)",,"(1039,1053)","(1012,433)","(1187,639)",,,,,"(935,635)","(908,568)",,,,,,,,,,,,,,
240,,"(729,237)",,"(1035,1054)","(1011,430)","(1190,632)",,,,,"(935,635)","(908,568)",,,,,,,,,,,,,,
241,,"(727,233)",,"(1031,1053)","(1012,426)","(1191,627)",,,,,"(936,635)","(910,570)","(1376,267)",,,,,,,,,,,,,
