frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_15,ID_16,ID_18
106,"(276,1009)","(402,901)","(681,818)","(470,505)","(603,335)","(437,61)","(1327,1026)",,,,,,"(1350,565)",,,
107,"(276,1009)","(399,899)","(680,819)","(470,505)","(601,332)","(442,60)","(1326,1025)",,,,,,"(1349,565)",,,
108,"(276,1009)","(399,896)","(678,817)","(470,505)","(601,331)","(443,61)","(1325,1025)",,,,,,"(1349,565)",,,
109,"(276,1009)","(399,896)","(676,817)","(470,505)","(601,332)","(438,61)","(1324,1024)",,,,,,"(1349,565)",,,
110,"(278,1009)","(399,896)","(676,818)","(471,504)","(602,332)","(443,61)","(1325,1024)",,,,,,"(1350,565)",,,
111,"(277,1008)","(399,894)","(674,817)","(471,505)","(601,332)","(438,61)","(1325,1024)",,,,,,"(1349,564)",,,
112,"(277,1009)","(399,895)","(673,817)","(470,504)","(601,332)","(437,61)","(1324,1023)",,,,,,"(1349,564)",,,
113,"(279,1013)","(398,895)","(672,817)","(471,505)","(602,332)","(438,60)","(1324,1022)",,,,,,"(1349,564)",,,
114,"(278,1013)","(401,898)","(669,818)","(470,505)","(601,332)","(443,60)","(1324,1022)",,,,,,"(1350,564)",,,
115,"(277,1009)","(398,896)","(669,819)","(470,504)","(603,331)","(437,61)","(1324,1022)",,,,,,"(1349,563)",,,
116,"(279,1013)","(400,897)","(666,821)","(470,504)","(602,331)","(437,61)","(1322,1022)",,,,,,"(1349,563)",,,
117,"(276,1009)","(400,897)","(665,817)","(470,506)","(605,331)","(437,61)","(1322,1022)",,,,,,"(1349,563)",,,
118,"(279,1013)","(399,896)","(663,823)","(470,505)","(607,330)","(437,61)","(1322,1021)",,,,,,"(1348,563)",,,
119,"(276,1010)",,"(661,818)",,"(607,332)","(438,61)","(1322,1018)",,,,,,"(1349,563)",,,
120,"(276,1009)",,"(660,818)",,"(607,332)","(437,61)","(1321,1017)",,,,,,"(1348,563)",,,
121,"(276,1010)",,"(657,819)",,"(609,331)","(437,61)","(1321,1017)",,,,,,"(1347,562)",,,
122,"(276,1010)",,"(657,819)",,"(610,332)","(437,61)","(1321,1016)",,,,,,"(1346,561)",,,
123,"(276,1009)",,"(658,819)",,"(611,331)","(438,61)","(1320,1015)",,,,,,"(1346,561)",,,
124,"(276,1010)",,"(658,818)",,"(613,332)","(437,61)","(1323,1016)",,,,,,"(1345,561)",,,
125,"(276,1010)",,"(658,818)",,"(610,332)","(437,61)","(1323,1016)",,,,,,,,,
126,"(276,1010)",,"(657,818)",,"(614,332)","(437,61)","(1323,1015)",,,,,,,,,
127,"(277,1009)",,"(656,816)","(470,505)","(610,332)","(437,61)","(1322,1014)",,,,,,"(1346,560)",,,
128,"(276,1009)",,"(655,817)","(470,506)","(611,332)","(437,61)","(1321,1013)",,,,,,"(1345,560)",,,
129,"(277,1009)","(395,892)","(655,817)","(470,506)","(612,332)","(442,60)","(1323,1013)",,,,,,"(1343,563)",,,
130,"(279,1013)","(394,892)","(655,817)","(470,506)","(612,334)","(438,61)","(1321,1012)",,,,,,"(1346,561)",,,
131,"(276,1009)",,"(654,815)","(470,505)","(613,331)","(442,60)","(1321,1010)",,,,,,"(1343,563)",,,
132,"(277,1009)",,"(654,814)","(470,505)","(614,332)","(437,61)","(1322,1010)",,,,,"(503,45)",,,,
133,"(276,1009)",,"(653,814)","(470,505)","(614,331)","(437,61)","(1322,1010)",,,,,,"(1344,556)",,,
134,"(278,1013)",,"(651,814)",,"(614,330)","(438,61)","(1322,1009)",,,,,"(503,45)",,,,
135,"(276,1009)",,"(650,814)",,"(616,332)","(438,61)","(1322,1008)",,,,,,"(1342,559)",,,
136,"(276,1009)",,"(648,813)",,"(617,331)","(437,61)","(1322,1007)",,,,,,"(1342,558)",,,
137,"(276,1010)",,"(647,816)",,"(619,331)","(437,60)","(1323,1007)",,,,,,"(1342,557)",,,
138,"(276,1009)",,"(645,814)",,"(617,330)","(437,61)","(1321,1007)",,,,,,"(1342,557)",,,
139,"(276,1010)",,"(646,814)","(470,506)","(623,328)","(437,61)","(1320,1003)",,,,,,"(1342,558)",,,
140,"(276,1013)",,"(644,813)","(470,506)","(619,326)","(437,60)","(1320,1003)",,,,,,"(1338,554)",,,
