frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17
195,"(316,1031)","(1211,961)","(65,583)","(149,587)",,"(197,337)","(84,71)",,,,,,"(534,1053)",,,,,
196,"(317,1035)","(1211,961)","(65,581)","(152,591)",,"(198,339)","(84,70)",,,,,,"(534,1053)",,,,"(1366,85)",
197,"(320,1034)","(1211,962)","(66,582)","(150,587)",,"(196,338)","(85,71)",,,,"(721,692)",,,,,,,
198,"(321,1034)","(1211,961)","(65,582)","(150,587)",,"(196,338)","(84,71)",,,,,,,,,,,
199,"(319,1034)","(1210,962)","(65,582)","(149,587)",,"(195,339)","(84,71)","(1351,339)",,,"(720,692)",,,,,"(46,653)",,
200,"(324,1032)","(1211,962)","(66,582)","(152,591)",,"(194,339)","(85,71)","(1351,340)",,,,,,,,,,
201,"(325,1031)","(1211,962)","(65,583)","(149,587)",,"(192,339)","(84,71)","(1351,340)",,,,,,,,,,
202,"(325,1035)","(1210,962)","(65,584)","(149,587)",,"(195,338)","(84,71)","(1351,342)",,,,,,,,,,
203,"(327,1035)","(1210,962)","(67,582)","(151,592)",,"(193,339)","(84,71)","(1350,342)",,,"(720,692)",,,,,,,
204,"(328,1035)","(1211,962)","(68,583)","(151,592)",,"(195,340)","(84,71)",,,,,,,,,,,
205,"(329,1034)","(1210,962)","(67,583)","(149,587)",,"(192,340)","(84,71)",,,,"(720,692)",,,,,,"(1366,85)",
206,"(331,1032)","(1211,962)","(67,583)","(150,587)",,"(195,339)","(84,71)","(1351,344)",,,,,,,,,,
207,"(332,1035)","(1211,962)","(73,581)","(148,587)",,"(196,339)","(84,71)","(1351,346)",,,,,,,,,,
208,"(334,1034)","(1210,961)","(74,579)","(148,587)",,"(192,341)","(84,71)","(1351,346)",,,,,,,,,,
209,"(337,1035)","(1211,961)","(73,580)","(150,591)",,"(195,339)","(84,70)","(1351,346)",,,,,,,,,,
210,"(336,1032)","(1211,961)","(72,578)","(150,591)",,"(194,339)","(84,70)","(1352,345)",,,,,,,,,,
211,"(339,1034)","(1211,960)","(71,581)","(149,587)",,"(195,339)","(85,70)","(1349,346)",,,,,,,,,"(1366,85)",
212,"(336,1034)","(1211,960)","(73,584)","(152,590)",,"(194,339)","(84,70)","(1352,347)",,,,,,,,,,
213,"(339,1034)","(1211,961)","(73,581)","(152,591)",,"(195,340)","(84,70)","(1352,348)",,,,,,,,,,
214,"(340,1031)","(1212,961)","(75,582)","(152,591)",,"(191,341)","(84,70)","(1352,348)",,,,,,,,,,
215,"(344,1031)","(1212,961)","(74,581)","(152,591)",,"(190,344)","(84,71)","(1351,348)",,,,,,,,,"(1366,85)",
216,"(345,1031)","(1213,960)","(73,581)","(150,587)",,"(190,341)","(84,71)","(1351,348)",,,,,,,,,,
217,"(344,1034)","(1212,960)","(76,581)","(152,591)",,"(190,346)","(85,71)","(1351,349)",,,,,,,,,,
218,"(345,1033)","(1212,961)","(74,581)","(152,591)",,"(190,346)","(84,71)","(1350,350)",,,,,,,,,,
219,"(349,1031)","(1211,961)","(73,584)","(149,587)",,"(189,343)","(84,71)","(1350,353)",,,,,"(533,1053)",,,"(46,653)",,
220,"(348,1032)","(1211,962)","(74,585)","(149,587)",,"(188,345)","(84,71)","(1352,354)",,,,,,,,,,
221,"(352,1033)","(1210,961)","(74,585)","(151,591)",,"(188,344)","(84,71)",,,,,,,,,"(46,654)",,
222,"(352,1035)","(1210,961)","(74,578)","(149,588)",,"(192,343)","(84,71)",,,,,,,,,,,
223,"(352,1031)","(1210,960)","(74,586)","(151,592)",,"(191,343)","(84,71)","(1352,356)",,,,,,,,,,
224,"(353,1034)","(1210,960)","(74,580)","(151,592)",,"(191,343)","(84,71)","(1351,355)",,,,,,,,,,
225,"(355,1034)","(1210,960)","(74,586)","(149,587)",,"(192,343)","(84,71)","(1350,357)",,,,,,,,,,
226,"(359,1034)","(1207,961)","(74,586)","(149,587)",,"(190,345)","(84,71)","(1350,357)",,,,,,,,,,
227,"(363,1031)","(1207,962)","(74,586)","(151,591)",,"(187,346)","(84,71)",,,,,,"(527,1053)",,,,,
228,"(363,1034)","(1208,961)","(76,581)","(149,586)",,"(190,344)","(84,71)",,,,,,,,,"(46,653)",,
229,"(365,1034)","(1209,961)","(78,586)","(151,591)",,"(186,346)","(84,71)","(1352,360)",,,,,"(529,1053)",,,"(46,654)",,
230,"(367,1031)","(1210,960)","(77,584)","(151,591)",,"(189,344)","(84,70)","(1351,360)",,,"(720,691)",,,,,"(46,654)","(1366,85)",
231,"(367,1034)","(1209,960)","(79,588)","(151,591)",,"(185,347)","(84,71)","(1352,360)",,"(48,378)",,"(50,325)","(529,1053)",,,"(46,653)",,
232,"(371,1031)","(1213,960)","(77,586)","(152,591)",,"(185,347)","(85,70)","(1350,364)",,,"(720,691)",,,,,,"(1366,85)",
233,"(372,1032)","(1209,960)","(75,588)","(152,591)",,"(185,346)","(84,71)","(1351,363)",,,,,"(529,1053)",,,"(46,653)","(1366,85)",
